query_case_id,query_thread_id,query_intent,query_customer_text,retrieved_rank,retrieved_case_id,retrieved_intent,similarity_score,retrieved_customer_problem,retrieved_support_response,retrieved_outcome,relevance_score,relevance_label,relevance_rationale
CASE_006394,2412963,CONNECTIVITY_WIFI_BLUETOOTH,"@AppleSupport 11.1.1 update. Wi-fi no longer works. Can't toggle it on. @AppleSupport @AppleSupport iphone 5s @AppleSupport Yes, after 11.1.1. Option is greyed out. Unable to turn on in Control Center and in settings. Thank you. @AppleSupport yes, and force restart, and reset network settings",3,CASE_001845,CONNECTIVITY_WIFI_BLUETOOTH,0.7141,"@AppleSupport Hi, after updating to iOS 11 the WiFi on my iPhone 7 keeps turning itself on, even after I turn it off again. Known issue? @AppleSupport Yeah, from control centre. Looks like that doesn’t turn it off in settings &gt; WiFi, am I correct? Thanks. @AppleSupport Thanks. Wow, that is really misleading. Basically trying to trick people into keeping WiFi and Bluetooth on.","@293645 Are you turning the Wi-Fi off from the Control Center? Let us know, we'd like to help. @293645 You're correct. Control Center just temporarily disables it. You can learn more here: https://t.co/G7BHuQnDS6",CLEARLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_003493,1516647,CONNECTIVITY_WIFI_BLUETOOTH,@AppleSupport  Watch on os4 does not change time to reflect local time zone after coming off airplane mode. Phone adjusts. They do connect. @AppleSupport No. Right now watch show east coast time but phone shows central time @AppleSupport It has worked regularly in the past. First trip since update to os4 @AppleSupport 4.0 (15R372) @AppleSupport Phone loaded 11.0.3 update after I got home. Watch went to correct local time without restarting watch @AppleSupport Given how seamlessly this worked before I’m not sure restarting devices every time I cross time zones is a long-term answer,1,CASE_003432,OS_UPDATE_SYSTEM_PERFORMANCE,0.6023,"@AppleSupport since 4.1 upg series 1 Watch lost calendar and weather app but both visible on phone and watch app, &amp; no sharing since day 1 https://t.co/f7X22qeliX @AppleSupport 6s+64gb 11.4 &amp; series 1 Watch 4.1,  I unpaired and and pairing again restoring earlier backup Watch 4.0 @AppleSupport 1/2 I’ve restored Watch 4.0 all is working again. Doesn’t fix the sharing problem since day 1 tho. I paired w SE16gb and diff phone # @AppleSupport 2/2 even with diff number/phone Watch doesn’t share. Was a apple care repair unit. Body serial doesn’t match serial on Watch app. @AppleSupport Restore shows version 4.1 and seems okay at moment weather and calendar apps working again. No sharing problem still persists.",@224478 We're happy to help. Which iPhone and iOS version are you using? Have you done any steps to try to resolve this issue? @224478 Thanks for that information. DM us and tell us which iOS version you're using on your iPhone? We'll go from there. https://t.co/GDrqU2kzhr,CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_003493,1516647,CONNECTIVITY_WIFI_BLUETOOTH,@AppleSupport  Watch on os4 does not change time to reflect local time zone after coming off airplane mode. Phone adjusts. They do connect. @AppleSupport No. Right now watch show east coast time but phone shows central time @AppleSupport It has worked regularly in the past. First trip since update to os4 @AppleSupport 4.0 (15R372) @AppleSupport Phone loaded 11.0.3 update after I got home. Watch went to correct local time without restarting watch @AppleSupport Given how seamlessly this worked before I’m not sure restarting devices every time I cross time zones is a long-term answer,2,CASE_005519,CONNECTIVITY_WIFI_BLUETOOTH,0.5974,"@AppleSupport anything you guys can help with? Tried everything but just stays like this. https://t.co/1dF1i6NIQm @AppleSupport I have series 3 (no cellular) with watchOS 4.0, thank you.",@350693 Absolutely! Let's get that app working for you. Which Apple Watch do you have &amp; what version of watchOS is installed? @350693 Thanks! DM us and tell us more about the steps you've already tried. We'll pick up with you there. https://t.co/GDrqU22YpT,CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_003493,1516647,CONNECTIVITY_WIFI_BLUETOOTH,@AppleSupport  Watch on os4 does not change time to reflect local time zone after coming off airplane mode. Phone adjusts. They do connect. @AppleSupport No. Right now watch show east coast time but phone shows central time @AppleSupport It has worked regularly in the past. First trip since update to os4 @AppleSupport 4.0 (15R372) @AppleSupport Phone loaded 11.0.3 update after I got home. Watch went to correct local time without restarting watch @AppleSupport Given how seamlessly this worked before I’m not sure restarting devices every time I cross time zones is a long-term answer,3,CASE_005098,GENERAL_DEVICE_INQUIRY,0.5944,I’m about to throw my fucking iPhone and Apple Watch into the fucking canal 😡😡😡😡😡😡😡😡😡😡 Over here trying to fix the issue on my own bc @AppleSupport is useless. They’ve never even mentioned I check if my wireless router is @AppleSupport I already put more effort into figuring it out than the last 2 reps did and fixed it myself,"@449386 Hi there, we'd like to help you. Please DM us with details to the issue you're experiencing and we'll get started. https://t.co/GDrqU22YpT",CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_004339,1709202,CONNECTIVITY_WIFI_BLUETOOTH,My IPhone glitch is that it won’t stay connected to any WiFi. @AppleSupport ? @AppleSupport Thank you. I did all of these and no dice. I’m using an iPhone 8. @AppleSupport I can’t get the update because I can’t connect to WiFi.,1,CASE_004609,CONNECTIVITY_WIFI_BLUETOOTH,0.7898,@115858 why have an update if all it’s going to do is give issues?! I can’t connect to WiFi. Thanks a lot. @AppleSupport iPhone 7 the one that’s exactly like the 6 and 8. And iOS 11.0.3. @AppleSupport thanks for nothing. Appreciate it.,@532333 We know how essential Wi-Fi is to surfing the web. We'd love to help. What device and version of OS are we working with? @532333 Try out the steps here: https://t.co/sXbhzfS2lM Reach out to us via DM if it still will not connect. https://t.co/GDrqU22YpT,CLEARLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_004339,1709202,CONNECTIVITY_WIFI_BLUETOOTH,My IPhone glitch is that it won’t stay connected to any WiFi. @AppleSupport ? @AppleSupport Thank you. I did all of these and no dice. I’m using an iPhone 8. @AppleSupport I can’t get the update because I can’t connect to WiFi.,2,CASE_004502,CONNECTIVITY_WIFI_BLUETOOTH,0.7806,"Hi @AppleSupport I'm trying to update my phone and it says I'm not connected to the internet even though I am, what do I do ?? @AppleSupport iPhone 6s and the iOS 11.1 @AppleSupport My phone has been connect to wifi the all time!!! And I've tried it with my phone being connected to iTunes and it still hasn't worked!","@528335 Hi &amp; thanks for reaching out. What model iPhone do you have and what update are you wanting to install? @528335 Updates can be done over a Wi-Fi connection, or while connected to iTunes. Here's more information: https://t.co/80YRnjDFDk @528335 Send us a DM letting us know which country you're located in. We want to look into this further. https://t.co/GDrqU22YpT",CLEARLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_004339,1709202,CONNECTIVITY_WIFI_BLUETOOTH,My IPhone glitch is that it won’t stay connected to any WiFi. @AppleSupport ? @AppleSupport Thank you. I did all of these and no dice. I’m using an iPhone 8. @AppleSupport I can’t get the update because I can’t connect to WiFi.,3,CASE_002927,CONNECTIVITY_WIFI_BLUETOOTH,0.7776,"@AppleSupport Hi, I have just updated my iPhone &amp; the WiFi is no longer connecting properly 😔 Any solution? @AppleSupport It’s not connecting atall, nothing on the internet is loading since I updated my phone. WiFi is working fine though on other devices though.","@409002 We can get you connected again with your iPhone. So we've got the right steps, what is happening exactly with Wi-Fi? @409002 Let's pair up in DM to get a better look at what you're seeing. https://t.co/GDrqU22YpT",CLEARLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_001614,619528,CONNECTIVITY_WIFI_BLUETOOTH,@AppleSupport Does MacBook Air 2015 support Dual-Band Wi-Fi and if so where can I conform it? @AppleSupport I had looked at that ! Before Tweeting to you'll ! But it's not mentioned there so can you please confirm it ? @AppleSupport Thank you for your response!,1,CASE_007304,CONNECTIVITY_WIFI_BLUETOOTH,0.5033,@AppleSupport New question 😄 Does Airdrop work on LTE or only on WiFi? Thanks 👍🏻 @AppleSupport Thanks 👍🏻 But it sounds like it only works with WiFi + Bluetooth 🤔,@240578 We are here to help. Here is more information on AirDrop: https://t.co/1sfjYKb68x,PARTIALLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_001614,619528,CONNECTIVITY_WIFI_BLUETOOTH,@AppleSupport Does MacBook Air 2015 support Dual-Band Wi-Fi and if so where can I conform it? @AppleSupport I had looked at that ! Before Tweeting to you'll ! But it's not mentioned there so can you please confirm it ? @AppleSupport Thank you for your response!,2,CASE_001623,CONNECTIVITY_WIFI_BLUETOOTH,0.4811,"@AppleSupport ever since upgrading to High Sierra, my WiFi on my 2016 MacBook Air  won’t connect. Please help!!! All other devices in the house still connect fine! 😭 @AppleSupport No issues found! I should also mention it’s not that it hasn’t worked since the update, but that it doesn’t work more than it does now on the update. It has connected to WiFi since the update. @AppleSupport Exactly! @AppleSupport And only since the macOS update and only on this machine","@267205 A computer without Wi-Fi is never good. Let's see what's going on. Give this test a try: https://t.co/suf8yUyBYq It's a self-diagnostic test and we can use it to see if the Wi-Fi is reporting trouble. Let us know what it says. @267205 So just to clarify then, the failed Wi-Fi connections are not continual but come and go? @267205 Since this began, have you been able to check out this article and try the steps inside? https://t.co/b6uvkX3ylN",CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_001614,619528,CONNECTIVITY_WIFI_BLUETOOTH,@AppleSupport Does MacBook Air 2015 support Dual-Band Wi-Fi and if so where can I conform it? @AppleSupport I had looked at that ! Before Tweeting to you'll ! But it's not mentioned there so can you please confirm it ? @AppleSupport Thank you for your response!,3,CASE_006588,CONNECTIVITY_WIFI_BLUETOOTH,0.4672,"@AppleSupport MacOS High Sierra 10.13.1 broke the 5ghz Wi-Fi connection on MacBook Pro (Retina, 15-inch, Late 2013). Same router, work previously, now it doesn't. It's 2017, why is this still a thing? @AppleSupport Actually it was the router's firmware update that broke it. Apologies for the tech jab. Restarting the router fixed it.","@708500 We're here to help. Send us a DM, and we'll take a closer look at the Wi-Fi on your MacBook Pro there. https://t.co/GDrqU22YpT",CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_002091,845855,DISPLAY_TOUCH_SCREEN,"@AppleSupport just me or is Display Calibrator Assistant broken in 10.13, skips past ""Set Up"" stage so you can only alter the white point? @AppleSupport Thanks, I hadn't tried turning off ""Automatically adjust brightness"" before, but I have now and I'm afraid the problem remains. https://t.co/deU8cUyXWe",1,CASE_002695,GENERAL_DEVICE_INQUIRY,0.6384,HEY @AppleSupport LET ME BE ABLE TO TURN OFF THE DAMN AUTOBRIGHTNESS. #problemswithios11 @AppleSupport THANK YOU 😊,@388048 Certainly. Tap Settings &gt; General &gt; Accessibility &gt; Display Accommodations &gt; Auto-Brightness. @388048 You're most welcome!,PARTIALLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_002091,845855,DISPLAY_TOUCH_SCREEN,"@AppleSupport just me or is Display Calibrator Assistant broken in 10.13, skips past ""Set Up"" stage so you can only alter the white point? @AppleSupport Thanks, I hadn't tried turning off ""Automatically adjust brightness"" before, but I have now and I'm afraid the problem remains. https://t.co/deU8cUyXWe",2,CASE_006077,DISPLAY_TOUCH_SCREEN,0.6364,@AppleSupport so i just updated my phone to 11.0.3 Now i cant adjust my display brightness. Its automatic. I dont want it to self adjust. @AppleSupport Beautiful. Thank you.,"@347023 We've got your back. Check out ""About brightness levels"" here: https://t.co/bkqEVCrK2l Let us know if that helps. @347023 It's our pleasure. You're most welcome.",CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_002091,845855,DISPLAY_TOUCH_SCREEN,"@AppleSupport just me or is Display Calibrator Assistant broken in 10.13, skips past ""Set Up"" stage so you can only alter the white point? @AppleSupport Thanks, I hadn't tried turning off ""Automatically adjust brightness"" before, but I have now and I'm afraid the problem remains. https://t.co/deU8cUyXWe",3,CASE_002044,DISPLAY_TOUCH_SCREEN,0.6183,I HATE how in the new update there is no way to turn off auto-brightness @AppleSupport. ITS SO ANNOYING !!,@315223 We can help you. That option is still available under Settings &gt; General &gt; Accessibility &gt; Display Accommodations.,PARTIALLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_002206,876361,DISPLAY_TOUCH_SCREEN,"@AppleSupport hello everyone , now i am facing the worst experince using iphone 6 after the ios 11 software update , thats really horrible @AppleSupport IOS 11.0.2 , i really can’t find words to describe how upset and angry i feel @AppleSupport I think that is not effective bescause i have the same errors with the iOS 11, 11.0.1 , 11.0.2 then you see that solution in iOS 11.0.3 !!!! @AppleSupport I already backed up my phone before i update to 11.0.2 so this is really not making any difference @AppleSupport @328062 IOS 11 11.0.1 11.0.2 11.0.3 are junk I have a ipad mini 4 basically the same as a 6 and it is horrid now Apple you know the truth why do @AppleSupport Ok and what if the problem is still exist after updating , so what will be your solution for that ???) @AppleSupport Here find some of what i face here , my phone switched off suddenly without any reason , (2) while am using any app and i received a call @AppleSupport The screen freeze on the app while the phone is ringing and when its allow me to answer guess what ? The phone call freeze too and drop off @AppleSupport And when find something else , while am trying to open settings its take looong time to load settings screen , really ???! @AppleSupport @328062 You keep telling people to do methods that won't work? I mean seriously @AppleSupport I really was need your help and you help me with nothing , then thank you so much for that useless and unprofessional support , @AppleSupport @AppleSupport and i will really will spread my horrible experince with you , so thank you again for being do not care about your customers!! @176402 @AppleSupport @328062 Mine works fine @328063 @AppleSupport @328062 I am glad you are not having issues kush but thousands and thousands of people are though.",1,CASE_000424,OS_UPDATE_SYSTEM_PERFORMANCE,0.8048,@AppleSupport @115858 @116333 ios update sucks its too slow on iphone 6s plus @AppleSupport Issue started when I updated my phone to new ios 11 it sucks its not with any specific app but its with everything if use keypad to dial a p @AppleSupport Phone type a message for everything i do have friends who said same thing is their any way to revert back to my previous ios @AppleSupport Its very sad that @AppleSupport will only reply if we tag @116333 in our tweets please fix bugs in IOS 11 @AppleSupport @116333 @116333 when does #iOS11  bugs will be resolved it sucks when my iphone get hang @AppleSupport,@165241 We want to help with your iPhone. When did the issue start? Is the iPhone slow when you use specific apps? @165241 Thanks for the update. Reach us via DM to gather more information. https://t.co/GDrqU22YpT,CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_002206,876361,DISPLAY_TOUCH_SCREEN,"@AppleSupport hello everyone , now i am facing the worst experince using iphone 6 after the ios 11 software update , thats really horrible @AppleSupport IOS 11.0.2 , i really can’t find words to describe how upset and angry i feel @AppleSupport I think that is not effective bescause i have the same errors with the iOS 11, 11.0.1 , 11.0.2 then you see that solution in iOS 11.0.3 !!!! @AppleSupport I already backed up my phone before i update to 11.0.2 so this is really not making any difference @AppleSupport @328062 IOS 11 11.0.1 11.0.2 11.0.3 are junk I have a ipad mini 4 basically the same as a 6 and it is horrid now Apple you know the truth why do @AppleSupport Ok and what if the problem is still exist after updating , so what will be your solution for that ???) @AppleSupport Here find some of what i face here , my phone switched off suddenly without any reason , (2) while am using any app and i received a call @AppleSupport The screen freeze on the app while the phone is ringing and when its allow me to answer guess what ? The phone call freeze too and drop off @AppleSupport And when find something else , while am trying to open settings its take looong time to load settings screen , really ???! @AppleSupport @328062 You keep telling people to do methods that won't work? I mean seriously @AppleSupport I really was need your help and you help me with nothing , then thank you so much for that useless and unprofessional support , @AppleSupport @AppleSupport and i will really will spread my horrible experince with you , so thank you again for being do not care about your customers!! @176402 @AppleSupport @328062 Mine works fine @328063 @AppleSupport @328062 I am glad you are not having issues kush but thousands and thousands of people are though.",2,CASE_005522,OS_UPDATE_SYSTEM_PERFORMANCE,0.7686,"Worst iOS update I ever had. Apps keep on crashing! @AppleSupport, what’s up with this? Thanks for making 11 crappier. @AppleSupport 11.1.2. I experience it on all apps.",@646150 Let's work on this together and see how we can help. Which version of iOS 11 are you on? Check here: Settings &gt; General &gt; About &gt; Version. Are you seeing this issue with only specific apps?,PARTIALLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_002206,876361,DISPLAY_TOUCH_SCREEN,"@AppleSupport hello everyone , now i am facing the worst experince using iphone 6 after the ios 11 software update , thats really horrible @AppleSupport IOS 11.0.2 , i really can’t find words to describe how upset and angry i feel @AppleSupport I think that is not effective bescause i have the same errors with the iOS 11, 11.0.1 , 11.0.2 then you see that solution in iOS 11.0.3 !!!! @AppleSupport I already backed up my phone before i update to 11.0.2 so this is really not making any difference @AppleSupport @328062 IOS 11 11.0.1 11.0.2 11.0.3 are junk I have a ipad mini 4 basically the same as a 6 and it is horrid now Apple you know the truth why do @AppleSupport Ok and what if the problem is still exist after updating , so what will be your solution for that ???) @AppleSupport Here find some of what i face here , my phone switched off suddenly without any reason , (2) while am using any app and i received a call @AppleSupport The screen freeze on the app while the phone is ringing and when its allow me to answer guess what ? The phone call freeze too and drop off @AppleSupport And when find something else , while am trying to open settings its take looong time to load settings screen , really ???! @AppleSupport @328062 You keep telling people to do methods that won't work? I mean seriously @AppleSupport I really was need your help and you help me with nothing , then thank you so much for that useless and unprofessional support , @AppleSupport @AppleSupport and i will really will spread my horrible experince with you , so thank you again for being do not care about your customers!! @176402 @AppleSupport @328062 Mine works fine @328063 @AppleSupport @328062 I am glad you are not having issues kush but thousands and thousands of people are though.",3,CASE_000536,OS_UPDATE_SYSTEM_PERFORMANCE,0.7654,@AppleSupport I bought last week an iphone 7. Baterry Life [ios 11.0.1] is catastrophic! Help us to regain a better autonomy! #disappointed @AppleSupport @AppleSupport 20% lost in 25 minutes of web usage... I love your products but there is inaceptable ... I hope you will react quickly 😕 @AppleSupport Thanks. I know that ios 11.0.2 is available but this to worsen the autonomy of the iphone of my girlfriend... I hope a patch will come out? @AppleSupport And i know how to update my iPhone 😂👍. But thanks anyway,@174826 Thanks for reaching out. Let's begin by updating iOS to 11.0.2. This article will guide you: https://t.co/80YRnjDFDk,CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_003236,1396238,DISPLAY_TOUCH_SCREEN,"Dear @115858 ever since your IOS 11 update, my screen on my iPad air2 keeps flipping even though it’s locked. It’s annoying, please fix @AppleSupport It’s locked in portrait but flips to landscape @AppleSupport Thank you. Appreciated",1,CASE_000688,DISPLAY_TOUCH_SCREEN,0.8066,I could not regret downloading iOS 11 more. @115858 please fix this! My screen flipping horizontal when I’m holding my iphone &amp; ipad normally,"@189922 That's not what we like to hear. Which iOS 11 version are you using? To find it, go to Settings &gt; General &gt; About.",PARTIALLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_003236,1396238,DISPLAY_TOUCH_SCREEN,"Dear @115858 ever since your IOS 11 update, my screen on my iPad air2 keeps flipping even though it’s locked. It’s annoying, please fix @AppleSupport It’s locked in portrait but flips to landscape @AppleSupport Thank you. Appreciated",2,CASE_002087,DISPLAY_TOUCH_SCREEN,0.7893,"@115858 can you pls fix the orientation lock, my iPhone picks whatever orientation it wants ever since I updated to iOS 11 💗 @AppleSupport I hate to say it but I think you’ve fixed it 💀 thanks so much, my bad for being ignorant 😅 @AppleSupport Hey, it’s still doing this? Any ideas how to fix it? @AppleSupport It’s intermittent, it happens on the home screen and I can’t get it to turn back unless I lock the screen/restart @AppleSupport Yes, orientation lock is on. Currently running 11.0.3.","@320987 Since noticing this, have you had a chance to restart your device? It may seem like a simple step, but can resolve many issues. @320987 No worries. We're glad it got resolved. Please reach out any time. @320987 Is your iPhone's orientation lock not working at all, or is the behavior intermittent? Does it seem to occur in one app? @320987 Got it. Do you keep the orientation lock on when the issue occurs? Which version of iOS 11 are you running on this iPhone? @320987 Thanks. Let us know which iPhone model you're using via DM. We'll continue there. https://t.co/GDrqU22YpT",CLEARLY_RESOLVED,2,Strongly Relevant,Strong semantic alignment with identical customer symptom and actionable resolution.
CASE_003236,1396238,DISPLAY_TOUCH_SCREEN,"Dear @115858 ever since your IOS 11 update, my screen on my iPad air2 keeps flipping even though it’s locked. It’s annoying, please fix @AppleSupport It’s locked in portrait but flips to landscape @AppleSupport Thank you. Appreciated",3,CASE_007356,OS_UPDATE_SYSTEM_PERFORMANCE,0.7846,iOS11 and it’s bugs 🤦🏾‍♂️  @115858 @AppleSupport Been having issues with rotation lock on the iPad,"@769548 What issues are you having with the iOS? We'd love to help out. @769548 We can help with that. To start, which exact version of iOS 11 do you have installed? You can check under Settings &gt; General &gt; About.",PARTIALLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_000360,177846,DISPLAY_TOUCH_SCREEN,"@AppleSupport My iPhone won't backup to iCloud whenever I plug in. I've been trying all week and nothing will work. When I go to settings and click back up now, it never finishes. Would resetting all the settings fix things? @AppleSupport I've never backed up to iTunes, but yes I have a Mac that has iTunes and I've considered doing that before I reset the settings. But I bought this phone about 3 or 4 months ago, its a 7 plus, and it's never been backed up. @AppleSupport Im attempting a backup now. Got about 2 hours left but thought I'd try it again and set the lock screen to never so I can keep an eye on it. but when I've done it before, all it's told me is that the backup couldn't be completed @AppleSupport hey guys, the backup I did worked... but is there a way to make sure that it back ups automatically when I plug my phone in?",1,CASE_004273,GENERAL_DEVICE_INQUIRY,0.6853,My iPhone is still backing up like 3 days later. I left it at the house today but still. Help @AppleSupport @AppleSupport It’s the X. I found someone with a troubleshooting tip on the apple discussions and it worked. Thanks though! https://t.co/VDbjwxETMh @515193 @AppleSupport Need to get that Android in your life,"@515193 That's an unsual amount of time for a backup, but it can depend on a few things and we'd like to help. Which model is it? @515193 We're glad to hear you got it fixed and no problem! Just reach out if you need our help again and have a good one.",CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_000360,177846,DISPLAY_TOUCH_SCREEN,"@AppleSupport My iPhone won't backup to iCloud whenever I plug in. I've been trying all week and nothing will work. When I go to settings and click back up now, it never finishes. Would resetting all the settings fix things? @AppleSupport I've never backed up to iTunes, but yes I have a Mac that has iTunes and I've considered doing that before I reset the settings. But I bought this phone about 3 or 4 months ago, its a 7 plus, and it's never been backed up. @AppleSupport Im attempting a backup now. Got about 2 hours left but thought I'd try it again and set the lock screen to never so I can keep an eye on it. but when I've done it before, all it's told me is that the backup couldn't be completed @AppleSupport hey guys, the backup I did worked... but is there a way to make sure that it back ups automatically when I plug my phone in?",2,CASE_006895,GENERAL_DEVICE_INQUIRY,0.6502,@AppleSupport I've really hit a dead end here - I'm trying to back up my 7 to my macbook air before I set up my new iPhone X but no matter what I do I can't back it up. Been at it for hours i'm so frustrated @AppleSupport So problem has been solved actually but thank you for getting back to me anyway  🙏🏻,@518453 No need to worry. We'd love to help out with your concern. Can you let us know specifically what's happening when you attempt to back up; do you get an error message? We'll take a look. @518453 You're welcome.  We are happy to hear it is resolved.,PARTIALLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_000360,177846,DISPLAY_TOUCH_SCREEN,"@AppleSupport My iPhone won't backup to iCloud whenever I plug in. I've been trying all week and nothing will work. When I go to settings and click back up now, it never finishes. Would resetting all the settings fix things? @AppleSupport I've never backed up to iTunes, but yes I have a Mac that has iTunes and I've considered doing that before I reset the settings. But I bought this phone about 3 or 4 months ago, its a 7 plus, and it's never been backed up. @AppleSupport Im attempting a backup now. Got about 2 hours left but thought I'd try it again and set the lock screen to never so I can keep an eye on it. but when I've done it before, all it's told me is that the backup couldn't be completed @AppleSupport hey guys, the backup I did worked... but is there a way to make sure that it back ups automatically when I plug my phone in?",3,CASE_002816,ACCOUNT_APPLEID_ICLOUD,0.6475,@AppleSupport forgot iPhone backup password. What do I do now?,@397343 We understand your concern! Please follow these steps with encrypted iTunes backups: https://t.co/3qND7caI7Z,PARTIALLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_003148,1360108,GENERAL_DEVICE_INQUIRY,@AppleSupport is there a way to default off Live Photo’s that I’m just missing? #11.0.3 @AppleSupport Thx! I saw that setting but was just doing it wrong. #IOSprobs,1,CASE_006832,HOW_TO_SETTINGS_CONFIGURATION,0.7884,@AppleSupport how do I keep Live Photo turned off permanently? @AppleSupport Thanks!,@381848 Great question. You would go to Settings &gt; Camera &gt; Preserve Settings and turn on Live Photos. Then go in to the Camera app and turn off the Live Photos option. @381848 You're welcome! If you have any issues or concerns in the future please feel free to reach out. Have a great day!,PARTIALLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_003148,1360108,GENERAL_DEVICE_INQUIRY,@AppleSupport is there a way to default off Live Photo’s that I’m just missing? #11.0.3 @AppleSupport Thx! I saw that setting but was just doing it wrong. #IOSprobs,2,CASE_002828,OS_UPDATE_SYSTEM_PERFORMANCE,0.7717,"@AppleSupport How do I tell my iPhone to STOP taking Live Photos by default? The setting to control this #UselessFeature is gone in iOS11 @AppleSupport ah, you moved it. that used to be under Photos.",@172492 You can preserve your Camera settings so that Live Photos is always on or off. Go to Settings &gt; Camera &gt; Preserve Settings.,PARTIALLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_003148,1360108,GENERAL_DEVICE_INQUIRY,@AppleSupport is there a way to default off Live Photo’s that I’m just missing? #11.0.3 @AppleSupport Thx! I saw that setting but was just doing it wrong. #IOSprobs,3,CASE_000237,OS_UPDATE_SYSTEM_PERFORMANCE,0.7697,"@AppleSupport how do I turn Live Photos OFF by default, and HDR ON by default? The current default setup makes no sense. @AppleSupport I’m running iOS 11.1.2. I want to be able to permanently: (a) keep flash off, (b) keep live photo off, and (c) keep HDR on. Currently, I have to go in and change all these settings every time I take a photo. Thanks. @AppleSupport I am clicking the flash icon in camera mode, and setting to “off” rather than “auto”. @AppleSupport Correct. I went to take a photo just now, and Live was set to on and flash to Auto even though they had both previously been turned off.","@141452  Thanks for checking with us to get your issue taken care of. We'd love to help, but we do want to make sure we provide information based on your configuration. Can you let us know the iOS version? @141452 This article will show you how to turn off Live Photos: https://t.co/C3E4kiTqdx

Can you describe how you are turning off flash? @141452 OK. And then when you go to take another photo it is set to on again? Go ahead and DM us to continue. https://t.co/GDrqU22YpT @141452 Please DM us to continue. Thank you. https://t.co/GDrqU22YpT",CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
CASE_000370,184406,GENERAL_DEVICE_INQUIRY,@115858 Videos in my photos are not playing ..I am using iPhone SE .. please help me playing my videos ! Thanks.,1,CASE_007685,OS_UPDATE_SYSTEM_PERFORMANCE,0.6508,"@AppleSupport I’ve been having trouble playing videos they play but then it goes back and plays the last couple seconds @AppleSupport Its the latest version ios 11.1.2 and on safari @AppleSupport Well i just tried watching videos on ither websited and it worked fine im guessing its just on that website. But it started on Friday after I did the software update. I just Updated to ios 11 version @AppleSupport Well i just tried watching videos on other websites and it worked fine, So im guessing its just on that website. But it started on Friday after I did the software update. I just Updated to ios 11 version @AppleSupport Thanks i actually found the app for the website amd it work fine didnt have problems but thank you anyways!","@797134 We're happy to look into this with you. What is your current iOS version? What app is this happening in? @797134 Thanks, does it happen with all videos, or just those on a particular website? @797134 If videos on other sites are working as expected, it does seem to be the site itself. We recommend reaching out to the web developers of the site itself. @797134 Glad to hear that things are working properly once again. Let us know if we can be of any other assistance.",CLEARLY_RESOLVED,1,Somewhat Relevant,Partial semantic overlap; related hardware/software component or troubleshooting procedure.
