query_case_id,thread_root_id,query_text,expected_intent,retrieved_intent_1,similarity_1,retrieved_case_1,retrieved_problem_1,failure_mode,explanation
CASE_006114,2341864,"Hi @AppleSupport, How can I buy apple care for my iPhone X I’ve already ordered? Many thanks @AppleSupport Thanks guys fixed it!",HOW_TO_SETTINGS_CONFIGURATION,GENERAL_DEVICE_INQUIRY,0.6827,CASE_006916,@AppleSupport Hi I bought an iPhone 8+ last week &amp; it’s still brand new in the box (opened) ready for my daughters b,5. Lexical Overlap with Distinct Root Cause,"Retrieved case shares lexical keywords (e.g. store, account, music) but addresses a distinct support action."
CASE_004497,1754077,@115858 say my nigga wassup with all these squares and question marks and shit?? I️ Pay good money all my shit should work y’all trippin! @A,APP_STORE_PURCHASES_BILLING,GENERAL_DEVICE_INQUIRY,0.6517,CASE_004585,Alright @115858 can you fix this fucking I️ bullshit @AppleSupport Thanks homies,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_006131,2343834,"@AppleSupport I’m having trouble with sms messages failing... 

is this a carrier problem with @122326 or with my iPhone? 

It seems if reci",CONNECTIVITY_WIFI_BLUETOOTH,OS_UPDATE_SYSTEM_PERFORMANCE,0.7311,CASE_001826,@AppleSupport please fix your shit i have been dealing with problems for the entire week... @122609 here i come baby 😂 @,3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_000311,152894,"@AppleSupport Iphone 5S on IOS 10 keeps crashing everytime I enter the messages app. i tried resetting all settings, deleted all texts and s",CONNECTIVITY_WIFI_BLUETOOTH,APP_CRASH_AND_DOWNLOAD,0.7429,CASE_005280,Anyone else having issues with the messages app crashing when opening it? @115858 #apple #iphone #helpmeLord @AppleSuppo,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_007128,2684324,Ok @AppleSupport why is the weird question mark box thing happening if you try to type just a capital letter eye @AppleSupport 7+ and it’s t,ACCOUNT_APPLEID_ICLOUD,OS_UPDATE_SYSTEM_PERFORMANCE,0.7022,CASE_000787,@AppleSupport FIX YALL DAMN MESSAGING GLITCH @AppleSupport The main issue that I️ and many other people have been having,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_000291,148222,"@AppleSupport hi there , i lost my password , how can i reset to my Email? The password you entered to unlock your iPhone backup was incorre",DISPLAY_TOUCH_SCREEN,ACCOUNT_APPLEID_ICLOUD,0.7937,CASE_002816,@AppleSupport forgot iPhone backup password. What do I do now?,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_007473,2783283,"@116333 My MacBook Pro 15"" Retina (Mid 2014) started crashing on macOS High Sierra but working perfectly on Win 10 Apple Service Centre unab",APP_CRASH_AND_DOWNLOAD,KEYBOARD_TYPING_AUTOCORRECT,0.5773,CASE_006942,Since updating my Mac computer operating system to High Sierra ... I’ve had all kinds of problems.  Suggestions? @115858,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_001038,481761,"@116333 @115858 Mac shuts down when put in Sleep, High Sierra bricked Mac, AirPods DO NOT connect automatically, Mac Messages not deleted vi",AUDIO_SOUND_SPEAKER,GENERAL_DEVICE_INQUIRY,0.6066,CASE_006925,@AppleSupport and your support center has hung up on me three times now tonight. What the heck is going on at Apple? I'm,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_004331,1707788,@AppleSupport so are you guys going to address these question mark boxes or no @AppleSupport iPhone X. When ever I️ go to use the letter I️ ,KEYBOARD_TYPING_AUTOCORRECT,OS_UPDATE_SYSTEM_PERFORMANCE,0.7934,CASE_004000,@AppleSupport My phone shows the “ I “ as a question mark with a box. @AppleSupport I’ll just update to 11.2 beta but th,5. Lexical Overlap with Distinct Root Cause,"Retrieved case shares lexical keywords (e.g. store, account, music) but addresses a distinct support action."
CASE_002820,1180116,okay what the fuck is up with iphone needing to “load” your camera roll/photos.. there should be no loading??? it never used to happen befor,DISPLAY_TOUCH_SCREEN,APP_STORE_PURCHASES_BILLING,0.6749,CASE_000363,@AppleSupport I just got a new iPhone but my pictures aren’t downloading from my old one...what do I do?? @AppleSupport ,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_006334,2403786,"@115858 new update on #iOS11 and difficulty attaching pics on watsapp 😣 @AppleSupport Thank you 🍎 , lemme attach a screen grab and show it t",DISPLAY_TOUCH_SCREEN,BATTERY_CHARGING_POWER,0.6278,CASE_000862,Anyone else experiencing issues with the latest @115858 #iOS 11.0.2 update? @4305 appears to be the most impacted from m,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_001617,620093,This is the second time this month i restore my iPhone7 to its factory settings because of your software problem. A big company like yours s,ACCOUNT_APPLEID_ICLOUD,APP_CRASH_AND_DOWNLOAD,0.6833,CASE_007765,.@AppleSupport My iPhone 7 is no longer usable after the latest updates. It keeps on crashing and rebooting. Thank you @,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_003206,1386579,@AppleSupport why does my phone always act up every time Apple releases a new phone? Why? @AppleSupport I have an iPhone 6. My apps keep for,HOW_TO_SETTINGS_CONFIGURATION,APP_CRASH_AND_DOWNLOAD,0.6281,CASE_007619,So sick of apples bullshit. Took almost 5 min to open up a podcast now. Everything lags. Apps crash more. Everything lag,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_005795,2286464,"My phone won’t lock or turn off @115858 wtf? @AppleSupport Nothing, IPhone SE @AppleSupport The power button clicks...it’s just unresponsive",DISPLAY_TOUCH_SCREEN,OS_UPDATE_SYSTEM_PERFORMANCE,0.735,CASE_002196,"@AppleSupport the locking button doesnt lock my phone&amp; if i put my finger on it without pressing, my phone locks&amp",3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_000909,407938,"@AppleSupport Hi, how can I check on my iPhone when the last backup was? I cannot seem to find out with the iOS 11 update.. Please assist @A",APP_STORE_PURCHASES_BILLING,ACCOUNT_APPLEID_ICLOUD,0.6347,CASE_000248,"@AppleSupport I upgraded to iPhone8 from 6s, and am wondering if I could find out how many old (6s) backups I still have",3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_002268,907072,"Apple notes has become unusable on my phone. Notes haven't synced since September, I tried turning off and on iCloud and now NONE sync. I'm ",CONNECTIVITY_WIFI_BLUETOOTH,ACCOUNT_APPLEID_ICLOUD,0.7548,CASE_007576,@115858 @AppleSupport After upgrading my iPhone to 11.1.2 my notes are https://t.co/es90GCKOzN can i recover them back ?,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_000823,367493,@AppleSupport can I watch the “files” on iCloud like movies I have on my desktop of my MacBook Pro from new Apple TV 4K lke I can on iPhone?,ACCOUNT_APPLEID_ICLOUD,APP_STORE_PURCHASES_BILLING,0.5963,CASE_002455,@AppleSupport Can I Get a home video I made in iMovie from my iPhone to my Moms iMac without using the cloud? Via iTunes,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_006423,2422506,@AppleSupport @115858 Got this email. I haven't logged in in months. Reported to phishing email for Apple just in case. Scammer? See screen ,DISPLAY_TOUCH_SCREEN,GENERAL_DEVICE_INQUIRY,0.8534,CASE_003469,@AppleSupport this is a scam/phishing right? https://t.co/OzgkDe9Ova @AppleSupport Thanks for confirming!,3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_003177,1368862,@AppleSupport please advise. Can I get my voicemail to be visible as it was before the update? How do I get voicemail notifications? https:/,KEYBOARD_TYPING_AUTOCORRECT,GENERAL_DEVICE_INQUIRY,0.732,CASE_006196,"I don’t like that now I have to call my voicemail to listen to my messages, I liked when I was able to just see my messa",3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_006684,2505090,"iPhone 6 randomly restarts, camera roll frequently won’t open, screen orientation issues when in messages app. #ios11 @AppleSupport @AppleSu",DISPLAY_TOUCH_SCREEN,APP_STORE_PURCHASES_BILLING,0.7117,CASE_001361,Thanks @AppleSupport for the wonderful new iOS that bugs my iPhone 6 out and now it’s completely useless. Now it keeps s,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_001747,671317,I’m so confused as to how I have so many phone numbers added to my phone from my iCloud when I’ve never typed or called or added them &amp; ,ACCOUNT_APPLEID_ICLOUD,GENERAL_DEVICE_INQUIRY,0.5623,CASE_002924,"Idk what the hell is goin on, but some random number keeps texting me to stop calling them but I have never made any cal",1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_003051,1326030,@116333 I had the worst shoppingexperience ever at the applestore in Munich buying an iphone 8+. Losing trust in Applebrand. #switching @App,AUDIO_SOUND_SPEAKER,HOW_TO_SETTINGS_CONFIGURATION,0.658,CASE_003943,Hey @AppleSupport who/how do I contact u regarding an iPhone case that I bought from ur online store that I’m not happy ,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_007666,2861082,@115858 #MacbookPro has been doing this on cycle none stop. Not sure what is happening. Any help? Purple ish screen @AppleSupport https://t.,DISPLAY_TOUCH_SCREEN,GENERAL_DEVICE_INQUIRY,0.6432,CASE_002415,"My #MACbookpro keeps turning off by itself anyone else facing this issue? 

@AppleSupport @AppleSupport I fixed it :)",1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_000672,303545,@SpotifyCares @AppleSupport iPhone is showing wrong song when phone is locked and playing music on Spotify. Phone or Spotify issue? @AppleSu,APP_STORE_PURCHASES_BILLING,DISPLAY_TOUCH_SCREEN,0.8185,CASE_002833,I updated my phone and now Spotify doesn’t show up on my lock screen and my music randomly starts playing by itself wtf ,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_000912,407985,@AppleSupport https://t.co/eLY8qq0jUZ appears to be broken. Enter username &amp; password just redirects back to the login screen. Can’t log,DISPLAY_TOUCH_SCREEN,GENERAL_DEVICE_INQUIRY,0.7243,CASE_002019,"Anyone else having trouble signing in to Apple’s bug reporter right now?

cc @AppleSupport @AppleSupport I give up on th",1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_001736,666210,@115858 please fix the bug when sharing locations. Can’t share location with my family anymore. Tells me it’s unable to connect to server #p,CONNECTIVITY_WIFI_BLUETOOTH,GENERAL_DEVICE_INQUIRY,0.6819,CASE_002114,@AppleSupport Home sharing now doesn’t work at all. Well done Apple. @AppleSupport Just fix it. It’s not worked properly,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_002002,806486,❤️new #iPhone updates @115858 but now you’ve shut off my CALLER ID permanently again ?!? What’s up .... 🐞 need some #debugging please!!,GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,0.7267,CASE_002604,My iPhone will no longer receive or make calls. Thanks @115858 for the wonderful iOS 11 update.,3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_005006,2006948,"Hey @115858 you need to fix you new update, every time ℹ️ type the letter ℹ️ it comes out like this.... I️ @AppleSupport Thanks. It worked f",OS_UPDATE_SYSTEM_PERFORMANCE,KEYBOARD_TYPING_AUTOCORRECT,0.8274,CASE_006051,I️ can’t believe @115858 still haven’t fixed the issue with the the letter I🙄 @AppleSupport Thank you so much. I apologi,3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_004852,1905729,"@AppleSupport In Swift 3 or 4 for macOS, is it possible to reveal hidden text field text? NSSecureTextEntryCell and .echosBullets won't work",HOW_TO_SETTINGS_CONFIGURATION,KEYBOARD_TYPING_AUTOCORRECT,0.4879,CASE_004314,"@AppleSupport
Predictive text is horrible in iOS 11 - worse than ever. But what the heck is this recommendation?!? iOS 1",2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_001929,768183,"Daughter just spent an hour making this apple clips video for homework and gets this every time we try and export, any ideas? @AppleSupport ",GENERAL_DEVICE_INQUIRY,ACCOUNT_APPLEID_ICLOUD,0.5678,CASE_003012,"@AppleSupport hi, I can’t sync videos from Photos to the iPhone, it copies de album but not the videos, can you help me ",2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_003275,1407778,"How is it possible blue circle stay at zero?! 😳 #Apple #AppleWatch @AppleSupport https://t.co/xUHkg5l0b9 @AppleSupport Yes, everything is ok",HOW_TO_SETTINGS_CONFIGURATION,GENERAL_DEVICE_INQUIRY,0.5883,CASE_002545,"@AppleSupport can you pls explain?

World has gone mad with circles. 😡 What’s with blue pulses? So annoying. https://t.c",5. Lexical Overlap with Distinct Root Cause,"Retrieved case shares lexical keywords (e.g. store, account, music) but addresses a distinct support action."
CASE_007346,2747277,@AppleSupport When are we going to get this fixed? Happens WAYYY too often.... #iPhone7Plus https://t.co/J0Mja6kkdA @AppleSupport iPhone 7 P,GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,0.8805,CASE_003132,@AppleSupport Never had this many bugs in my iPhone 7 Plus until I upgraded it to iOS 11. @AppleSupport It seems better ,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_001876,747632,@115858 @AppleSupport there are many bugs in your latest ios please resolve it asap. U can not use cancel button showing at right. https://t,GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,0.6221,CASE_000397,"@AppleSupport your iOS 11.0.2 update deleted allllllll of my @115948 😡😡 help me!!! @AppleSupport It is now, all fixed! T",3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_003148,1360108,@AppleSupport is there a way to default off Live Photo’s that I’m just missing? #11.0.3 @AppleSupport Thx! I saw that setting but was just d,GENERAL_DEVICE_INQUIRY,HOW_TO_SETTINGS_CONFIGURATION,0.7884,CASE_006832,@AppleSupport how do I keep Live Photo turned off permanently? @AppleSupport Thanks!,3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_006891,2573940,@AppleSupport Hey. All of a sudden my playlists wont sync. This is a big problem for me. Please help. https://t.co/i0fW2kbbLN @AppleSupport ,HOW_TO_SETTINGS_CONFIGURATION,APP_STORE_PURCHASES_BILLING,0.8013,CASE_002322,@AppleSupport my playlists have disappeared off my iPod and won’t resync from iTunes?? @AppleSupport I sorted it but tha,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_004370,1713686,Good use of real estate dear @115858 : placing the timer instead of low power mode in control center. Coz we’re all timing shit nonstop💁🏼 @A,DISPLAY_TOUCH_SCREEN,HOW_TO_SETTINGS_CONFIGURATION,0.4803,CASE_004610,@115858 I wanna be able to turn on/off nighttime mode from the control center. Make it happen. Snap snap. @AppleSupport ,3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_001681,642039,"Voice control and Siri keep activating its driving me fuckin mad someone on twitter pls help me!!! 

@AppleSupport @AppleSupport 6s and upda",AUDIO_SOUND_SPEAKER,OS_UPDATE_SYSTEM_PERFORMANCE,0.7119,CASE_001606,"@115858 please fix my beloved siri!! It won’t listen to me anymore!!!!! @AppleSupport iPhone 7 Plus, iOS 11.1.2, my prob",1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_004193,1679207,Okay listen @115858 y’all need to send another fucking update out &amp; fix this shit! Got us looking like androids when they couldn’t see e,KEYBOARD_TYPING_AUTOCORRECT,GENERAL_DEVICE_INQUIRY,0.8248,CASE_003674,Updated my phone and still can’t see the emojis... @AppleSupport Why?,3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_000791,358905,@115858 #Maps #navigation is still not working in the #UAE even on #iOS11. @200998 navigation works on a cheap &amp; old @122609 5 device. 🤔,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.6222,CASE_002193,"@AppleSupport I am not able to use the @115858 Maps , this is the issue I am facing as shown below ! What the hell@is ha",1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_006522,2448369,"Decided to update my iPhone software. A day later, never felt like a bigger idiot in my life.
Great work @AppleSupport https://t.co/tJmJhtcp",BATTERY_CHARGING_POWER,OS_UPDATE_SYSTEM_PERFORMANCE,0.6912,CASE_001284,@AppleSupport why does my iPhone keep shutting off and restarting every minute after new software update? Advise please?,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_007827,2948319,@AppleSupport How do I permanently switch off the ‘Live Photo’ and permanently keep on HDR? They both keep resetting after I have used my ca,DISPLAY_TOUCH_SCREEN,HOW_TO_SETTINGS_CONFIGURATION,0.7885,CASE_006832,@AppleSupport how do I keep Live Photo turned off permanently? @AppleSupport Thanks!,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_004807,1872293,"@AppleSupport my songs aren’t downloading, it just keeps spinning https://t.co/rRmt4q48Ud @AppleSupport Fixed, why didn’t I try that lol tha",APP_CRASH_AND_DOWNLOAD,CONNECTIVITY_WIFI_BLUETOOTH,0.7991,CASE_000008,@AppleSupport I can’t download songs. Progress icon keeps spinning. On both data + WiFi. Stream works though. Can’t add ,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_004563,1764488,@AppleSupport what’s up with my Game Center? It keeps loading. Won’t finish. Not WiFi or data. @AppleSupport That did it! Thank you! 😘,CONNECTIVITY_WIFI_BLUETOOTH,ACCOUNT_APPLEID_ICLOUD,0.7144,CASE_007779,@AppleSupport Is game center down?  It's not recognizing my login! @AppleSupport @807894  https://t.co/hMTXufLbxB @Apple,5. Lexical Overlap with Distinct Root Cause,"Retrieved case shares lexical keywords (e.g. store, account, music) but addresses a distinct support action."
CASE_007261,2728196,Ever since that new iPhone came out and I updated my ios my phone has been tweakin. Explain @115858 @AppleSupport My screen literally freeze,DISPLAY_TOUCH_SCREEN,CONNECTIVITY_WIFI_BLUETOOTH,0.8051,CASE_002530,@AppleSupport @115858 Since the new iOS update my phone keeps freezing - do you know why? @AppleSupport It seems to be m,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_002206,876361,"@AppleSupport hello everyone , now i am facing the worst experince using iphone 6 after the ios 11 software update , thats really horrible @",DISPLAY_TOUCH_SCREEN,OS_UPDATE_SYSTEM_PERFORMANCE,0.8048,CASE_000424,@AppleSupport @115858 @116333 ios update sucks its too slow on iphone 6s plus @AppleSupport Issue started when I updated,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_006537,2452595,@AppleSupport Hello ! I have another problem : I've bought music like 2 or 3 years ago on my iTunes account but I can't find it anymore :( @,ACCOUNT_APPLEID_ICLOUD,APP_STORE_PURCHASES_BILLING,0.7752,CASE_006024,@118721 @AppleSupport my entire music library has disappeared from my iTunes. How do you fix it?? @AppleSupport iTunes. ,5. Lexical Overlap with Distinct Root Cause,"Retrieved case shares lexical keywords (e.g. store, account, music) but addresses a distinct support action."
CASE_007514,2795472,"Alright @115858 fix the auto correct to I.T instead of it, please and thank you",KEYBOARD_TYPING_AUTOCORRECT,GENERAL_DEVICE_INQUIRY,0.8114,CASE_004133,It’d be cool if @115858 could fix this ridiculous auto correcting I️ problem. @AppleSupport Thank you!,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_003382,1456585,@AppleSupport I asked the watch to start a dance workout. Clicked ‘+’ at the end to start another and it’s saved the dance workout as other ,OS_UPDATE_SYSTEM_PERFORMANCE,APP_STORE_PURCHASES_BILLING,0.5764,CASE_000617,@AppleSupport can’t seem to change my music playing on my phone via workout on the #AppleWatch anymore?! Where’s this go,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_003071,1332620,"@AppleSupport Twitter does not work on Apple Watch #WatchOs4 #iOS11 @AppleSupport Yes, the twitter app does not open. @AppleSupport @430879 ",OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.7651,CASE_002366,@AppleSupport My Twitter app for iPhone doesn't work. Could you give support? Please @AppleSupport the problem has alrea,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_001754,679301,@AppleSupport why many song in @115948 its in grey and I can’t listen?,GENERAL_DEVICE_INQUIRY,CONNECTIVITY_WIFI_BLUETOOTH,0.699,CASE_000244,@AppleSupport I keep getting this error message for about half the songs I try to play on @115948 what do I do? Thanks! ,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_005765,2284467,"@AppleSupport pls fix your issues....#applebug #Apple #YouCanDoBetter @AppleSupport Hey, I’m trying the newest update. Thank you",OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.903,CASE_003901,@AppleSupport y’all gonna fix this?? https://t.co/n6moA1qMGx @AppleSupport It worked. Thank you.,3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_006993,2618299,@115858 fix or replace you damned Apple TV remote. This thing has to be the WORST remote control I’ve ever used. @AppleSupport There’s nothi,APP_STORE_PURCHASES_BILLING,OS_UPDATE_SYSTEM_PERFORMANCE,0.6105,CASE_002417,srsly wishing I could uninstall iOS 11. @115858 please fix everything about it ty @115858 I’ve been trying to connect th,3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_003794,1589950,"@AppleSupport hey Apple, how do I uninstall an iMessage application?",HOW_TO_SETTINGS_CONFIGURATION,OS_UPDATE_SYSTEM_PERFORMANCE,0.6239,CASE_003987,@AppleSupport imessage not working on ios 11 @AppleSupport  https://t.co/ykOy62HlUB,5. Lexical Overlap with Distinct Root Cause,"Retrieved case shares lexical keywords (e.g. store, account, music) but addresses a distinct support action."
CASE_003920,1622132,@AppleSupport Can someone tell me how I have read-only privileges when I'm administrator of computer? All was good till I got High Sierra. h,GENERAL_DEVICE_INQUIRY,KEYBOARD_TYPING_AUTOCORRECT,0.4679,CASE_000344,"I have just bought a 'WD Elements' hard disk. I'm a Macintosh user so I formatted the disk. Now, I get the following not",4. Low-Confidence / Atypical Customer Phrasing,Customer used non-standard phrasing or colloquialisms with low semantic alignment to historical index.
CASE_003824,1594948,Sooo why can’t I see emojis is it because I still have a 6plus? Is there another iOS update?@115858 @AppleSupport @AppleSupport I am using 1,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.8465,CASE_003674,Updated my phone and still can’t see the emojis... @AppleSupport Why?,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_002011,808248,First time i hot frustrated with new #macOSHighSierra its so annoying everything got stop working it make so difficult to use 😒😒@115858 @App,BATTERY_CHARGING_POWER,GENERAL_DEVICE_INQUIRY,0.6188,CASE_006279,@AppleSupport @115858 @115858  why is my Mac not working now that I updated it. FIX IT 🤬,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_003292,1414574,Hey @115858 - love the new emojis but my phone is acting super slow and delayed since I updated. Help!! @AppleSupport Updated all of my apps,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.7907,CASE_003674,Updated my phone and still can’t see the emojis... @AppleSupport Why?,1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_000546,249325,So my phone glitched and apple this is a idea u should do in the next update make that black glitched screen into the home screen so I can d,DISPLAY_TOUCH_SCREEN,GENERAL_DEVICE_INQUIRY,0.7509,CASE_004395,This is the worst my phone has ever glitched since the new phone releases and I need some answers @115858 @AppleSupport ,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
CASE_007729,2896167,@applesupport @115858 iPhone 6s becomes unresponsive when I try to enter an address in location on a calendar event https://t.co/BxyGScu6xU ,DISPLAY_TOUCH_SCREEN,OS_UPDATE_SYSTEM_PERFORMANCE,0.6779,CASE_003255,@AppleSupport is anyone else having problems with iPhone 6 after the last update? Phone keeps freezing on apps etc. havi,3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_006817,2552497,"@AppleSupport hello, with the recent app updates, names of couple apps have been wrongly changed(see facebook as Bayer, Tunein as Gmail etc.",GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,0.5788,CASE_004034,@AppleSupport I’m trying to update my apps and it keeps saying my bank details are incorrect when they clearly aren’t. A,3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_002353,947794,"@AppleSupport the new iOS update makes my wifi turn on when i turned it off so its burning my battery, help? @AppleSupport This is literally",BATTERY_CHARGING_POWER,CONNECTIVITY_WIFI_BLUETOOTH,0.7808,CASE_001845,"@AppleSupport Hi, after updating to iOS 11 the WiFi on my iPhone 7 keeps turning itself on, even after I turn it off aga",1. Ultra-short or Vague Customer Query,Query lacks diagnostic specificity or symptom keywords; vector sits near generic dense region.
CASE_005239,2119458,"If @115858 does not fix this weird iOS bug soon, I️ am going to freak. @AppleSupport Thanks",GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,0.8771,CASE_006459,"Hmm. Something is wrong, @115858 🤔#apple #iOS #bug https://t.co/LSly3aE5DN @AppleSupport Thanks. Yes, a restart helped.",3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_006863,2564168,"@AppleSupport Please fix sign in issue with @118721. Had to log in four times, to get it to work! @AppleSupport It was a few minutes ago. I ",DISPLAY_TOUCH_SCREEN,ACCOUNT_APPLEID_ICLOUD,0.786,CASE_005590,@AppleSupport what is this can't log in https://t.co/TPsDdJEL35 @AppleSupport thanks for the reply - sends me back to th,3. Post-Update Symptom Ambiguity,"Customer framed specific hardware symptom around OS update, pulling general OS update cases."
CASE_007614,2838641,My Apple Watch tripping. How’d i do an intense 60 min spin class and it says I burned 27 calories and worked out for 3 min?!?! I need answer,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.6167,CASE_005993,@AppleSupport I did the workout yesterday with my Apple Watch and didn’t get the Veteran’s Day Acheivement. Any recommen,2. Multi-Issue Compound Query,Customer described multiple simultaneous issues; single-vector embedding blends symptoms.
