case_id,query,true_intent,baseline_intent,domain_aware_intent,multi_issue,symptom_domains,decision_hint
CASE_007329,"After updating to #ios11, I accidentally changed wallpaper. While trying to set the original back (see image), it has disappeared suddenly. ",OS_UPDATE_SYSTEM_PERFORMANCE,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,False,,PROCEED
CASE_001932,@115858 what is up with this software? It has a lot of glitches that need to be fixed. I would like to use my phone properly. Thanks! @Apple,GENERAL_DEVICE_INQUIRY,CONNECTIVITY_WIFI_BLUETOOTH,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_001033,@AppleSupport explain to me WHY I CANT GET THE ISO 11 Update AND I HAVE A IPHONE 6S ... DONT TELL ME ABOUT SPACE IN MY PHONE BECAUSE RIGHT N,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_001308,"@applesupport I'm so frustrated! I have the same crashing bug as mentioned by others, but it crashes so frequently, I can't even try the fix",APP_CRASH_AND_DOWNLOAD,HOW_TO_SETTINGS_CONFIGURATION,APP_CRASH_AND_DOWNLOAD,False,APP_CRASH_AND_DOWNLOAD,PROCEED
CASE_001749,EU TO EM CRISE MEU DEUS ALGUEM ME AJUDA NAO SAI O SOM DOS ÁUDIOS NEM VIDEO QUANDO EU GRAVO E EU FALANDO SAI AAAA HELP ME https://t.co/OrzG11,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_001188,MY IPHONE IS REBOOTING EVERY MINUTE?? WHAT'S UP WITH THIS @AppleSupport??? I've heard of 6 different cases today!!,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_007311,@AppleSupport whats wrong with iphone 7 🙂🙂🙂 ... is it from the new update?? its not working well with us all !!! #iphone7 #apple @AppleSuppo,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_000454,@AppleSupport Safari doesn’t work after updating MacBook Air to latest HighSierra. Tabs don’t load. @AppleSupport Yes. I also tried resettin,GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_007689,@AppleSupport I would like to report a spam email I just received regarding my apple account. Let me know where can I Foward the email. #App,HOW_TO_SETTINGS_CONFIGURATION,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_006404,"Wow, after latest update my @115858 iPhone loses literally 10% battery life every minute, or less. Think I’ll get a landline again... @Apple",BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,False,BATTERY_CHARGING_POWER,PROCEED
CASE_007720,@AppleSupport what’s up with 11.1.2 no longer letting me use play/pause on my bluetooth devices with RockMyRun and Audible?!? Your iTunes wo,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,True,"CONNECTIVITY_WIFI_BLUETOOTH, APP_STORE_PURCHASES_BILLING",ESCALATE_MULTI_ISSUE
CASE_000991,@AppleSupport hi my phone battery keeps dying really fast when I'm outside in the cold. Once I get back indoors it jumps back up again. @App,BATTERY_CHARGING_POWER,GENERAL_DEVICE_INQUIRY,BATTERY_CHARGING_POWER,False,BATTERY_CHARGING_POWER,PROCEED
CASE_000305,#BlackFriday @115858 should roll back #iOS updates. #iphone keeps typing all these characters for different letters I️ #ITRTG @AppleSupport ,KEYBOARD_TYPING_AUTOCORRECT,OS_UPDATE_SYSTEM_PERFORMANCE,KEYBOARD_TYPING_AUTOCORRECT,False,KEYBOARD_TYPING_AUTOCORRECT,PROCEED
CASE_006114,"Hi @AppleSupport, How can I buy apple care for my iPhone X I’ve already ordered? Many thanks @AppleSupport Thanks guys fixed it!",HOW_TO_SETTINGS_CONFIGURATION,GENERAL_DEVICE_INQUIRY,HOW_TO_SETTINGS_CONFIGURATION,False,HOW_TO_SETTINGS_CONFIGURATION,PROCEED
CASE_002286,"so annoying every app i use it closes out of it, @115858 get your fucking shit together!!",APP_CRASH_AND_DOWNLOAD,APP_CRASH_AND_DOWNLOAD,APP_CRASH_AND_DOWNLOAD,False,,PROCEED
CASE_000009,"@AppleSupport I can’t change lock screen anymore from ‘wallpaper’ in settings. How do I do it now? @AppleSupport As always, thank you!!!",DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,True,"DISPLAY_TOUCH_SCREEN, HOW_TO_SETTINGS_CONFIGURATION",ESCALATE_MULTI_ISSUE
CASE_001789,"@AppleSupport hi, could you help me with this?
since I’ve updated to iOS11, wifi is almost always turned on even when I turn it off. Thanks ",CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,True,"CONNECTIVITY_WIFI_BLUETOOTH, HOW_TO_SETTINGS_CONFIGURATION",ESCALATE_MULTI_ISSUE
CASE_004763,"Extremely annoyed by the adware malware on macOS.
Definitely not the Apple experience that I expected.
@115858 @AppleSupport @AppleSupport T",GENERAL_DEVICE_INQUIRY,CONNECTIVITY_WIFI_BLUETOOTH,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_001376,@AppleSupport At times My iPhone 7 gets really hot when I am browsing and then starts draining the batt at full swing. Kindly advise.,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,False,,PROCEED
CASE_004100,Hey @115858. Fix this: I️ @AppleSupport Thanks!,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_005466,@AppleSupport I don’t know why it’s showing?how could solve it? https://t.co/QvpaKA0QGB @AppleSupport Thanks for the help.,GENERAL_DEVICE_INQUIRY,HOW_TO_SETTINGS_CONFIGURATION,HOW_TO_SETTINGS_CONFIGURATION,False,,PROCEED
CASE_004497,@115858 say my nigga wassup with all these squares and question marks and shit?? I️ Pay good money all my shit should work y’all trippin! @A,APP_STORE_PURCHASES_BILLING,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_006131,"@AppleSupport I’m having trouble with sms messages failing... 

is this a carrier problem with @122326 or with my iPhone? 

It seems if reci",CONNECTIVITY_WIFI_BLUETOOTH,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_000311,"@AppleSupport Iphone 5S on IOS 10 keeps crashing everytime I enter the messages app. i tried resetting all settings, deleted all texts and s",CONNECTIVITY_WIFI_BLUETOOTH,APP_CRASH_AND_DOWNLOAD,APP_CRASH_AND_DOWNLOAD,True,"CONNECTIVITY_WIFI_BLUETOOTH, APP_CRASH_AND_DOWNLOAD, HOW_TO_SETTINGS_CONFIGURATION",ESCALATE_MULTI_ISSUE
CASE_007128,Ok @AppleSupport why is the weird question mark box thing happening if you try to type just a capital letter eye @AppleSupport 7+ and it’s t,ACCOUNT_APPLEID_ICLOUD,OS_UPDATE_SYSTEM_PERFORMANCE,KEYBOARD_TYPING_AUTOCORRECT,True,"ACCOUNT_APPLEID_ICLOUD, HOW_TO_SETTINGS_CONFIGURATION",ESCALATE_MULTI_ISSUE
CASE_003069,"@AppleSupport Hi there, after upgrading to iOS 11.0.3 my iphone7 is super slow and can barely use apps @AppleSupport It seemed to be google ",OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_000291,"@AppleSupport hi there , i lost my password , how can i reset to my Email? The password you entered to unlock your iPhone backup was incorre",DISPLAY_TOUCH_SCREEN,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,True,"DISPLAY_TOUCH_SCREEN, ACCOUNT_APPLEID_ICLOUD, HOW_TO_SETTINGS_CONFIGURATION",ESCALATE_MULTI_ISSUE
CASE_002552,@115858 @115948 just done a phone update and it’s deleted all my playlists and downloaded songs ffs 😡😡😡,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,False,,PROCEED
CASE_004989,@AppleSupport trouble transferring to my new iPhone X as I’m a beta tester and you’ve not released iOS 11.2 to the X? Any advice? @AppleSupp,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_007586,"@AppleSupport my right AirPod doesn’t charge, any idea troubleshooting tips to fix this? @AppleSupport Yes the status light comes on but the",AUDIO_SOUND_SPEAKER,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,False,BATTERY_CHARGING_POWER,PROCEED
CASE_007473,"@116333 My MacBook Pro 15"" Retina (Mid 2014) started crashing on macOS High Sierra but working perfectly on Win 10 Apple Service Centre unab",APP_CRASH_AND_DOWNLOAD,KEYBOARD_TYPING_AUTOCORRECT,APP_CRASH_AND_DOWNLOAD,False,APP_CRASH_AND_DOWNLOAD,PROCEED
CASE_003420,@115858 @AppleSupport what the heck is with this weird autocorrect every time I️ type the word “I️”??? @AppleSupport Thanks sent a DM. I️,KEYBOARD_TYPING_AUTOCORRECT,OS_UPDATE_SYSTEM_PERFORMANCE,KEYBOARD_TYPING_AUTOCORRECT,False,KEYBOARD_TYPING_AUTOCORRECT,PROCEED
CASE_005969,@AppleSupport Can you tell me why my 5s keeps crashing after updating my software?????,APP_CRASH_AND_DOWNLOAD,APP_CRASH_AND_DOWNLOAD,APP_CRASH_AND_DOWNLOAD,False,APP_CRASH_AND_DOWNLOAD,PROCEED
CASE_006260,I️ keep seeing question marks when I️ type. This bullshit hella annoying! Fix my phone boss @115858 @AppleSupport @AppleSupport 11.1 @AppleS,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,KEYBOARD_TYPING_AUTOCORRECT,False,,PROCEED
CASE_001038,"@116333 @115858 Mac shuts down when put in Sleep, High Sierra bricked Mac, AirPods DO NOT connect automatically, Mac Messages not deleted vi",AUDIO_SOUND_SPEAKER,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_004331,@AppleSupport so are you guys going to address these question mark boxes or no @AppleSupport iPhone X. When ever I️ go to use the letter I️ ,KEYBOARD_TYPING_AUTOCORRECT,OS_UPDATE_SYSTEM_PERFORMANCE,KEYBOARD_TYPING_AUTOCORRECT,False,KEYBOARD_TYPING_AUTOCORRECT,PROCEED
CASE_001593,@AppleSupport live wallpapers aren’t working. I’m running 11.1.2 on my new #iPhoneX. I’ve tried restarting and also switching to a still the,GENERAL_DEVICE_INQUIRY,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,False,DISPLAY_TOUCH_SCREEN,PROCEED
CASE_007820,@AppleSupport why does it keep saying I tried to purchase “Frozen” recently and my credit card is wrong? Who can I call to fix this? @AppleS,APP_STORE_PURCHASES_BILLING,DISPLAY_TOUCH_SCREEN,APP_STORE_PURCHASES_BILLING,False,,PROCEED
CASE_006476,@115858 Thanks for the update! My phone is static again 😜 #iphone8 #shouldofkeptmyoldphone #pleasefixit @AppleSupport Thanks I will DM you :,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_002820,okay what the fuck is up with iphone needing to “load” your camera roll/photos.. there should be no loading??? it never used to happen befor,DISPLAY_TOUCH_SCREEN,APP_STORE_PURCHASES_BILLING,CONNECTIVITY_WIFI_BLUETOOTH,False,,PROCEED
CASE_005934,"@AppleSupport GPS no longer works after iOS 11 update on iPhone 6. Tried soft &amp; hard restart, reset location svs, still no maps work. @A",OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_000236,@AppleSupport is there anything that I can do to make your voice to text smarter? I just tried three times to comment and say “taunting call,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_006767,Hey @AppleSupport what’s with iPhones not being able to make calls?  I know 9 people who go to make calls and nothing happens. All have most,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_003236,"Dear @115858 ever since your IOS 11 update, my screen on my iPad air2 keeps flipping even though it’s locked. It’s annoying, please fix @App",DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,False,DISPLAY_TOUCH_SCREEN,PROCEED
CASE_006234,Hey @AppleSupport have you tried turning it off and on again?? https://t.co/A3D41cNnQw @AppleSupport It's on the internet on a PC so nothing,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_005975,@AppleSupport yet another bug with an Apple product. This one is the Apple TV (4th gen) and tv is 11. The device drops off the remote app @A,GENERAL_DEVICE_INQUIRY,CONNECTIVITY_WIFI_BLUETOOTH,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_003259,@AppleSupport trying to get some actual support and it’s a struggle online. Anyway to get help for overnight shipping that takes 3 days? @Ap,GENERAL_DEVICE_INQUIRY,APP_STORE_PURCHASES_BILLING,APP_STORE_PURCHASES_BILLING,False,,PROCEED
CASE_004713,"Every iOS 11 update has slowed my phone down. GYST @115858 @AppleSupport thanks, sent you a DM",OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_006334,"@115858 new update on #iOS11 and difficulty attaching pics on watsapp 😣 @AppleSupport Thank you 🍎 , lemme attach a screen grab and show it t",DISPLAY_TOUCH_SCREEN,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,True,"DISPLAY_TOUCH_SCREEN, APP_STORE_PURCHASES_BILLING",ESCALATE_MULTI_ISSUE
CASE_001617,This is the second time this month i restore my iPhone7 to its factory settings because of your software problem. A big company like yours s,ACCOUNT_APPLEID_ICLOUD,APP_CRASH_AND_DOWNLOAD,GENERAL_DEVICE_INQUIRY,True,"ACCOUNT_APPLEID_ICLOUD, APP_STORE_PURCHASES_BILLING, HOW_TO_SETTINGS_CONFIGURATION",ESCALATE_MULTI_ISSUE
CASE_002244,@115858 Microphone of iphone stopped working post software update. There is lot of noise during call. Can see few more similar complaints. @,AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,False,AUDIO_SOUND_SPEAKER,PROCEED
CASE_003206,@AppleSupport why does my phone always act up every time Apple releases a new phone? Why? @AppleSupport I have an iPhone 6. My apps keep for,HOW_TO_SETTINGS_CONFIGURATION,APP_CRASH_AND_DOWNLOAD,GENERAL_DEVICE_INQUIRY,False,HOW_TO_SETTINGS_CONFIGURATION,PROCEED
CASE_004494,When is @115858 going to fix the autocorrect on the “i”? It’s annoying me. @AppleSupport Thanks!,KEYBOARD_TYPING_AUTOCORRECT,OS_UPDATE_SYSTEM_PERFORMANCE,KEYBOARD_TYPING_AUTOCORRECT,False,KEYBOARD_TYPING_AUTOCORRECT,PROCEED
CASE_003244,50 min on the phone with @115858 .. bet you I will be told I’m screwed and just gonna have to deal with it.. #customerForever #horrible http,GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_001607,@AppleSupport can you check the battery health of my iPhone,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,False,BATTERY_CHARGING_POWER,PROCEED
CASE_000006,@AppleSupport ios 11.0.3 on 6s. Cannot adjust alarm volume so waking up all in my house and neighbours despite ringer being set to minimum! ,AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,False,AUDIO_SOUND_SPEAKER,PROCEED
CASE_002795,Umm. How the hell will I recover my account @AppleSupport? I literally forgot everything except my Apple ID. @AppleSupport Thank you. I was ,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,False,ACCOUNT_APPLEID_ICLOUD,PROCEED
CASE_000496,"Con iOS 11.0.2 arreglan errores, pero el teclado sigue siendo extremadamente lento cc @AppleSupport https://t.co/zA6aUXFOdM @AppleSupport Ok",OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_006976,@115858 FIX THIS FUCKING BUG IT IS DRIVING ME INSANE. Look I️ I️ I️ I️ I️,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_007801,"@116333  seriously concerned that on High Sierra, changing user to Root will allow access to my mac? Have tried it twice yesterday and once ",GENERAL_DEVICE_INQUIRY,DISPLAY_TOUCH_SCREEN,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_005677,"@AppleSupport Constantly prompted to sign back into my Gmail account. To validate the prompt’s legitimacy, I went to input in Accounts &amp;",ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,True,"ACCOUNT_APPLEID_ICLOUD, HOW_TO_SETTINGS_CONFIGURATION",ESCALATE_MULTI_ISSUE
CASE_000842,@115858 Bluetooth on my brand new iPhone 8 Plus won’t connect to any devices. Very familiar with how they work. Any help? @AppleSupport Neve,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,False,CONNECTIVITY_WIFI_BLUETOOTH,PROCEED
CASE_005795,"My phone won’t lock or turn off @115858 wtf? @AppleSupport Nothing, IPhone SE @AppleSupport The power button clicks...it’s just unresponsive",DISPLAY_TOUCH_SCREEN,OS_UPDATE_SYSTEM_PERFORMANCE,DISPLAY_TOUCH_SCREEN,False,,PROCEED
CASE_005931,@AppleSupport what does my Bluetooth randomly turn itself on and how can I stop it from doing so? @AppleSupport I am using an iPhone SE. It ,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,True,"CONNECTIVITY_WIFI_BLUETOOTH, HOW_TO_SETTINGS_CONFIGURATION",ESCALATE_MULTI_ISSUE
CASE_002473,if i can listen to a voice note on speaker my phone shouldnt be going into 'sleep mode' while its playing @AppleSupport fix it please @Apple,AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,False,AUDIO_SOUND_SPEAKER,PROCEED
CASE_001316,"@AppleSupport how do I change my ringer/notifications volume? Using the volume keys on the home screen used to display “ringer”, now it says",AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,True,"DISPLAY_TOUCH_SCREEN, AUDIO_SOUND_SPEAKER, HOW_TO_SETTINGS_CONFIGURATION",ESCALATE_MULTI_ISSUE
CASE_006453,Hey @AppleSupport Your update switches on WiFi &amp; Bluetooth even when I want it to be switched off. I want control over my phone not my i,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,False,CONNECTIVITY_WIFI_BLUETOOTH,PROCEED
CASE_000007,@AppleSupport this is my top bar every time I open messages on my SE after updating to iOS 11.1 https://t.co/Lzge3qzc7w @AppleSupport That f,OS_UPDATE_SYSTEM_PERFORMANCE,KEYBOARD_TYPING_AUTOCORRECT,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_004974,"What is this, @AppleSupport? https://t.co/CL3HAopfkK @AppleSupport sent a DM.  Thanks!",GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_002385,@AppleSupport have you all seen this.  This came up in safari while looking at Wayfair. https://t.co/LZbKLk3Ohx @AppleSupport Cheers #apple,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_004867,so tell me how my iPhone was plugged in all night &amp; charging but I wake up to it on 8% ???? I’m not playin @115858,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,False,,PROCEED
CASE_001061,"Is it just me or does 4g run a lot slower on the iPhone 8? @AppleSupport @AppleSupport All over. I upgraded from the 6s and downloads, web b",CONNECTIVITY_WIFI_BLUETOOTH,BATTERY_CHARGING_POWER,CONNECTIVITY_WIFI_BLUETOOTH,False,CONNECTIVITY_WIFI_BLUETOOTH,PROCEED
CASE_000909,"@AppleSupport Hi, how can I check on my iPhone when the last backup was? I cannot seem to find out with the iOS 11 update.. Please assist @A",APP_STORE_PURCHASES_BILLING,ACCOUNT_APPLEID_ICLOUD,BATTERY_CHARGING_POWER,True,"BATTERY_CHARGING_POWER, HOW_TO_SETTINGS_CONFIGURATION",ESCALATE_MULTI_ISSUE
CASE_002268,"Apple notes has become unusable on my phone. Notes haven't synced since September, I tried turning off and on iCloud and now NONE sync. I'm ",CONNECTIVITY_WIFI_BLUETOOTH,ACCOUNT_APPLEID_ICLOUD,ACCOUNT_APPLEID_ICLOUD,True,"CONNECTIVITY_WIFI_BLUETOOTH, ACCOUNT_APPLEID_ICLOUD, HOW_TO_SETTINGS_CONFIGURATION",ESCALATE_MULTI_ISSUE
CASE_002935,@115858 I just updated my iPhone and now the time and date are not displayed on the lock screen....help! @AppleSupport Problem solved! Thank,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,DISPLAY_TOUCH_SCREEN,False,DISPLAY_TOUCH_SCREEN,PROCEED
CASE_000823,@AppleSupport can I watch the “files” on iCloud like movies I have on my desktop of my MacBook Pro from new Apple TV 4K lke I can on iPhone?,ACCOUNT_APPLEID_ICLOUD,APP_STORE_PURCHASES_BILLING,ACCOUNT_APPLEID_ICLOUD,False,ACCOUNT_APPLEID_ICLOUD,PROCEED
CASE_000453,@AppleSupport New ios 11.0.2 still does not resolve Mail app issues!! Cannot connect to Microsoft office exchange without searching for ages,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,False,CONNECTIVITY_WIFI_BLUETOOTH,PROCEED
CASE_004844,@AppleSupport Ive an Apple watch 2 and since the last update the exercise function isn't recording. Ive tried resetting etc etc any advice? ,OS_UPDATE_SYSTEM_PERFORMANCE,APP_STORE_PURCHASES_BILLING,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_006690,"@AppleSupport  iOS 11 must be bugging cause I can’t connect to my WiFi but on none apple devices, the WiFi can connect @AppleSupport Thank y",CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,CONNECTIVITY_WIFI_BLUETOOTH,False,CONNECTIVITY_WIFI_BLUETOOTH,PROCEED
CASE_006423,@AppleSupport @115858 Got this email. I haven't logged in in months. Reported to phishing email for Apple just in case. Scammer? See screen ,DISPLAY_TOUCH_SCREEN,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,DISPLAY_TOUCH_SCREEN,PROCEED
CASE_004873,@AppleSupport this new software 11.0.3 really sucks I’ve been thru two IPhone 7 Plus phones no one can hear me on my phone at all ! @AppleSu,AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,AUDIO_SOUND_SPEAKER,False,,PROCEED
CASE_001862,Dear @115858 can we expect in your next Keynote to come up with a Solution for that little lot? Its the second charger in one year! https://,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,BATTERY_CHARGING_POWER,False,BATTERY_CHARGING_POWER,PROCEED
CASE_006978,"@115858 @AppleSupport please.... iMessage keeps crashing and deleting my longer messages before I️ can even send it.
I️ have to select and c",APP_CRASH_AND_DOWNLOAD,APP_CRASH_AND_DOWNLOAD,APP_CRASH_AND_DOWNLOAD,False,APP_CRASH_AND_DOWNLOAD,PROCEED
CASE_004287,"Switching to @122609 for the sole purpose of knowing when a call is likely SPAM. @AppleSupport #WasteOfTime #iosprobs @AppleSupport Yes, I b",GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_004432,My hotspot has not worked since I updated my ipad and iphone to iOS 11 @AppleSupport @ATT @117735,CONNECTIVITY_WIFI_BLUETOOTH,BATTERY_CHARGING_POWER,CONNECTIVITY_WIFI_BLUETOOTH,False,CONNECTIVITY_WIFI_BLUETOOTH,PROCEED
CASE_001163,@AppleSupport can you please tell me why i turned my phone on and off and all of my pictures are now gone? :)))))) thanks!! this is like the,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_007759,@AppleSupport why this going up/down? V11.1.2 https://t.co/asATssJ34Z @AppleSupport I think that’s actually fixed it! Thanks,GENERAL_DEVICE_INQUIRY,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
CASE_004007,Why does this happen now?? How do I️ delete it?? Anyone?! @AppleSupport https://t.co/anlOntI0Ix @501106 @AppleSupport Mine is doing this too,HOW_TO_SETTINGS_CONFIGURATION,HOW_TO_SETTINGS_CONFIGURATION,HOW_TO_SETTINGS_CONFIGURATION,False,HOW_TO_SETTINGS_CONFIGURATION,PROCEED
CASE_005004,@115858 @AppleSupport your new update sucks.  My phone is constantly frozen or shutting off on its own.  Please fix this!!! @115858 @AppleSu,OS_UPDATE_SYSTEM_PERFORMANCE,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_005684,"@115858 @AppleSupport everytime I type something it autocorrects to the incorrect... i.e. ""Dad is home"" but it will remove ""is"". 😒 @AppleSup",KEYBOARD_TYPING_AUTOCORRECT,KEYBOARD_TYPING_AUTOCORRECT,KEYBOARD_TYPING_AUTOCORRECT,False,KEYBOARD_TYPING_AUTOCORRECT,PROCEED
CASE_006409,"when i delete someone’s number, stop saying shit like “Maybe: R. Kelly”... i’d appreciate it. @AppleSupport",GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,GENERAL_DEVICE_INQUIRY,False,,PROCEED
CASE_002710,So @115858 - I updated to iOS 11 and there doesn’t seem to be the option for hard pressing the screen to switch/close apps - is that right?,DISPLAY_TOUCH_SCREEN,OS_UPDATE_SYSTEM_PERFORMANCE,DISPLAY_TOUCH_SCREEN,False,DISPLAY_TOUCH_SCREEN,PROCEED
CASE_007877,Anybody else have notification blurring on their iPhone X? I get it constantly. @AppleSupport ?? https://t.co/tMDj3xHl96 @AppleSupport 11.1.,KEYBOARD_TYPING_AUTOCORRECT,KEYBOARD_TYPING_AUTOCORRECT,OS_UPDATE_SYSTEM_PERFORMANCE,False,,PROCEED
