query,actual_intent,predicted_intent,confidence,top_3_intents,top_3_scores,error_category
So is Apple just not gonna fix this I️ “I️” thing? @AppleSupport it’s really messing up my text flow!! @AppleSupport Thank you. Just took the update.,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.3543,"['GENERAL_DEVICE_INQUIRY', 'OS_UPDATE_SYSTEM_PERFORMANCE', 'KEYBOARD_TYPING_AUTOCORRECT']","[0.3543, 0.3413, 0.1109]",LEXICAL_OVERLAP_AMBIGUITY
"@AppleSupport I'm trying to recover my mom's iphone account can I speed up the process by going in store? The current recovery date is Dec 4th. @AppleSupport Thank you. So after the account recovery is successful I should be able to log her into a new iPhone? Her phone was lost so I'm trying to transfer service to another one. @AppleSupport Another question, if we buy her a new iPhone will this problem prevent it from being activated (or being used as a phone with her existing number)? @AppleSupport Ok, thank you for all your help.",GENERAL_DEVICE_INQUIRY,ACCOUNT_APPLEID_ICLOUD,0.3605,"['ACCOUNT_APPLEID_ICLOUD', 'GENERAL_DEVICE_INQUIRY', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.3605, 0.2376, 0.0879]",MULTI_INTENT_COLLISION
Seen this pop up in #iOS11 on #iPhone? Help! Repeatedly popping up every 90 seconds. Super annoying! @AppleSupport @316189 https://t.co/FoTTPToIX3 @AppleSupport Thanks for offering to help. I can’t recall a recent purchase. Is there a way to check in AppStore if something is attempting to download and failing?,APP_STORE_PURCHASES_BILLING,GENERAL_DEVICE_INQUIRY,0.2808,"['GENERAL_DEVICE_INQUIRY', 'OS_UPDATE_SYSTEM_PERFORMANCE', 'APP_STORE_PURCHASES_BILLING']","[0.2808, 0.1804, 0.1735]",LEXICAL_OVERLAP_AMBIGUITY
"@AppleSupport if I have a streak going on my watch series2, then I upgrade to watch series 3 &amp; restore backup, do I lose or keep streak? @AppleSupport Okay cool, thanks for the info guys. I appreciate it a lot. 😊👍",OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.3877,"['GENERAL_DEVICE_INQUIRY', 'OS_UPDATE_SYSTEM_PERFORMANCE', 'ACCOUNT_APPLEID_ICLOUD']","[0.3877, 0.0965, 0.0944]",SUBTLE_SYMPTOM_DISTINCTION
"@AppleSupport cant make or hear phone calls since the iOS 11.03 update along with a list of other faults. When’s the next one with fixes? @AppleSupport Didn’t work, it worked fine before the update.",AUDIO_SOUND_SPEAKER,OS_UPDATE_SYSTEM_PERFORMANCE,0.4945,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'AUDIO_SOUND_SPEAKER', 'CONNECTIVITY_WIFI_BLUETOOTH']","[0.4945, 0.3631, 0.0355]",LEXICAL_OVERLAP_AMBIGUITY
"@AppleSupport hi, are you able to make the app animation the same like ios10 I’m getting headaches from changing apps &amp; Dots for connection @AppleSupport It’s much better now thanks. Still not the same like iOS 10 😢 but it’s better.  I really miss the dots for the cellphone cornectin.",CONNECTIVITY_WIFI_BLUETOOTH,OS_UPDATE_SYSTEM_PERFORMANCE,0.1765,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'GENERAL_DEVICE_INQUIRY', 'KEYBOARD_TYPING_AUTOCORRECT']","[0.1765, 0.1725, 0.1127]",LEXICAL_OVERLAP_AMBIGUITY
"My I Phone 7 hot spot is not connecting my laptop or any other devices 

@AppleSupport @115858 @AppleSupport No... it is not connecting at all... not showing any msg... plz help @AppleSupport  https://t.co/SB86Vr94FX @AppleSupport Steps given in DM were not useful. Plz solve my problem as I am in big trouble coz can not use internet @AppleSupport Thanks a lot for all your help. Problem is solved. Proud i Phone user",BATTERY_CHARGING_POWER,GENERAL_DEVICE_INQUIRY,0.3759,"['GENERAL_DEVICE_INQUIRY', 'CONNECTIVITY_WIFI_BLUETOOTH', 'BATTERY_CHARGING_POWER']","[0.3759, 0.129, 0.1057]",SUBTLE_SYMPTOM_DISTINCTION
"@115858 my iPhone is frozen. Can’t hard reset. Screen isn’t registering my touch. FIGURE YOUR UPDATES OUT @AppleSupport Thank you. No I️t still won’t work while plugged in the power. The phone asks to type in my password, and only takes a screen shot when I attempt to force restart @AppleSupport And now my work phone, from which I’m tweeting from now, is having that weird ! ? Error",KEYBOARD_TYPING_AUTOCORRECT,DISPLAY_TOUCH_SCREEN,0.8399,"['DISPLAY_TOUCH_SCREEN', 'ACCOUNT_APPLEID_ICLOUD', 'AUDIO_SOUND_SPEAKER']","[0.8399, 0.0392, 0.0247]",LEXICAL_OVERLAP_AMBIGUITY
"@115858 @AppleSupport hey guys, I recently receive this email and I just want to know if this is real or fake...looks kind a unreal for me https://t.co/Gvxg1c21uH @115858 @AppleSupport I’m a little worried to be honest...so i appreciate the support with my doubt, because I don’t want to be in trouble with my account. Tks @115858 @AppleSupport After receive that email, I checked all the info in settings, iCloud and all that I receive is a message like this...please help!😢 https://t.co/at1VSVC8Hj @115858 @AppleSupport Beyond all that, my phone is working normally...please give some information and assistance about this situation. Tks 🙏🙏🙏 @115858 @AppleSupport This is what I can see about the email address after hit in the FROM icon of this message...I don’t think is legit... https://t.co/pAUIkWWJnt @115858 @AppleSupport This is the complete information about that email in the last image:

__email__

Help 🙏😢😰 @AppleSupport Thank you so much guys! Indeed, was a phishing email...the link that you send me with the information about was so helpful in this case 👌👍👊",ACCOUNT_APPLEID_ICLOUD,GENERAL_DEVICE_INQUIRY,0.416,"['GENERAL_DEVICE_INQUIRY', 'ACCOUNT_APPLEID_ICLOUD', 'APP_STORE_PURCHASES_BILLING']","[0.416, 0.3805, 0.0469]",MULTI_INTENT_COLLISION
"@AppleSupport Do you guys know if the in-app purchase service is down? I haven’t been able to buy anything in-app for a few days now. @AppleSupport It’s every app I’ve tried but specifically Fire Emblem: Heroes, PlayerXtreme, and Organ Trial @AppleSupport And the iPhone 7 Plus @AppleSupport Awesome, thank you!",CONNECTIVITY_WIFI_BLUETOOTH,APP_STORE_PURCHASES_BILLING,0.4065,"['APP_STORE_PURCHASES_BILLING', 'GENERAL_DEVICE_INQUIRY', 'CONNECTIVITY_WIFI_BLUETOOTH']","[0.4065, 0.1204, 0.095]",SUBTLE_SYMPTOM_DISTINCTION
"tfw - your iPad won’t charge &amp; the @115858 store genius bar has no appts. until tomorrow. https://t.co/3KhXdun0Ft @AppleSupport Yes, I’ve done all that and tried *several* Apple approved lightning cords. It charges *very* slowly or not at all. @AppleSupport just sent you the DM, thank you for reaching out.",BATTERY_CHARGING_POWER,GENERAL_DEVICE_INQUIRY,0.2817,"['GENERAL_DEVICE_INQUIRY', 'BATTERY_CHARGING_POWER', 'APP_STORE_PURCHASES_BILLING']","[0.2817, 0.277, 0.0971]",MULTI_INTENT_COLLISION
"Hey @AppleSupport where did visual voicemail go with iOS 11?! Um, am I missing something here?! @AppleSupport I have T-Mobile and this is what my visual voicemail on iOS 11 shows now that I updated my iPhone 6s https://t.co/WqJ2F0r8XH @AppleSupport I did the reset of network setting many times now @AppleSupport iOS 11.2 beta 5 fixed the issue with visual voicemail being inaccessible! Thanks for the help this morning! Cheers xx ❤️🤙🏻 @177578 @AppleSupport Not for me, I wish it was fixed.",CONNECTIVITY_WIFI_BLUETOOTH,OS_UPDATE_SYSTEM_PERFORMANCE,0.561,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'CONNECTIVITY_WIFI_BLUETOOTH', 'KEYBOARD_TYPING_AUTOCORRECT']","[0.561, 0.1542, 0.0654]",LEXICAL_OVERLAP_AMBIGUITY
"Am I the only one that finds @115858 safari tracks my location even though my phone location is always switched off along with my internet location .. it really is frustrating! 😤 @AppleSupport Morning, I've got the 10.3.2 I tried updating before but it wouldn't let me do I just left it as 🤷🏾‍♀️ @AppleSupport Hiya, so before when I tried to update. It had the notification alert on. But when it checked for an update it said the phone is up to date. It’s a model 6 and I’ve just managed to get it to update :)",APP_STORE_PURCHASES_BILLING,OS_UPDATE_SYSTEM_PERFORMANCE,0.3662,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'CONNECTIVITY_WIFI_BLUETOOTH', 'KEYBOARD_TYPING_AUTOCORRECT']","[0.3662, 0.1521, 0.0829]",LEXICAL_OVERLAP_AMBIGUITY
"Dear @AppleSupport, we noticed a *HUGE* security issue at MacOS High Sierra. Anyone can login as ""root"" with empty password after clicking on login button several times. Are you aware of it @115858? @135589 @AppleSupport @115858 it's even worse after the latest security update. the system login as administrator automatically after restart or shutdown. without asking for password.???????????😯 @AppleSupport @115858 You can access it via System Preferences&gt;Users &amp; Groups&gt;Click the lock to make changes. Then use ""root"" with no password. And try it for several times. Result is unbelievable! https://t.co/m11qrEvECs @135589 @AppleSupport @115858 Not even multiple times, just hit enter, and off it goes... @135589 @AppleSupport @115858 I can confirm the behavior on my machine running 10.13.1. Absolutely unbelievable! @135589 @AppleSupport @115858 Confirmed on multiple machines. You can set a password for the root account to mitigate in the short term, but this is pretty serious :/ @135589 @AppleSupport @115858 Works with Keychain Access... OMG @135589 @AppleSupport @115858 Same goes for keychain as well as sensitive root level access items.

Really surprised @115858 didn't discover this in security QA.

What gives @115858 ? https://t.co/BRPRr5g8Zv @135589 @AppleSupport @115858 I keep getting requests to upgrade to High Sierra.  Maybe those requests should stop until you fix this bug? @135589 @157036 @AppleSupport @115858 Um, not on High Sierra machines at my work - are you sure that isn’t someone’s management setup (as bad as that is)? @135589 @AppleSupport @115858 Confirmed in High Sierra 10.13.1.
Must click really fast, but it can be reproduced rather easily @135589 @AppleSupport @115858 Everyone with a Mac needs to set a root password NOW.
As a user with admin access, type the following command from the Terminal.

sudo passwd -u root

Enter your password then a new password for the root user.
Anyone got a better fix?
@157036 @805468 @15555 @135589 @295241 @AppleSupport @115858 Can confirm on 10.13.2 Beta (17C79a) that's pretty bad @135589 @AppleSupport @115858 Multiple times? :D https://t.co/IIUbaQdWkc @135589 @AppleSupport @115858 No need to try it several times. Just type in `root` and press enter. https://t.co/1s7xwBV8An @135589 @AppleSupport @115858 @135589 how can you change the root password? @AppleSupport @135589 While you are fixing OS X, could you also make ""Automatically adjust brightness"" checkbox ""off"" state work again? @AppleSupport @135589 It also crashed my 2012 macbook pro within 1 month of installation. Login would reset and eventually could not be accessed at all had to use Recovery, still didn't work Firmly believe you guys did this to get people off computer that allowed new hard drive installation #THECLOUD @AppleSupport @135589 Dear #Apple, I hope you don't even pay him any money for making this vulnerability public BEFORE giving you the opportunity to fix it. What an amateur! @AppleSupport @135589 There are many ppl on this thread. Act like humans, stop telling users to DM you here. Ffs. @805193 @135589 @AppleSupport @115858 Sometimes works the first time, sometimes takes a few tries.

Something's rotten in the authentication layer! @805191 @135589 @157036 @AppleSupport @115858 It works for us. This is not gr8. @805191 @135589 @157036 @AppleSupport @115858 100000% true and tested and it give us full control over Apple device #quitApple @805191 @135589 @157036 @AppleSupport @115858 I can’t login from a restart with just root, but I can unlock sys pref with it. @805467 @135589 @AppleSupport @115858 @157036 @805468 @15555 Can confirm this works fine to stop the problem for now. cc @218968 https://t.co/mahAbIdhKA @788097 @AppleSupport @135589 Reset your SMC. @788097 @AppleSupport @135589 And every Bluetooth keyboard that for some reason needs to be reconnected EVERY TIME now. @696964 @135589 @AppleSupport @115858 And as someone else stated, I was even able to login from main login windows using root and no password just hit enter….serious bug! @218968 @805191 @135589 @157036 @AppleSupport @115858 Just checked, works, on first try.

This is not good. @AppleSupport @805160 reported for spam @AppleSupport @166518 Get outta here Apple you fucked up own up to it Publically for a change. @804173 @788097 @AppleSupport @135589 sure, resetting SMC is exactly the user friendly fix we all expect from Apple. @804174 @788097 @AppleSupport @135589 Reset your expectations. @804174 @804173 @788097 @AppleSupport @135589 it literally takes about three seconds, and if it fixes your issue: it’s not the OS’ fault. @AppleSupport @805168 It's not a bug it's a feature.. you wanted to login.. so you can just click login a few times and there you go your logged in 😊 @AppleSupport @805168 I mean, the whole internet kinda wants to know now, so maybe meet us here? @AppleSupport In case anyone who sees this doesn't know how to fix this (at least temporarily) or haven't seen the fix posted elsewhere, here's how to - 

https://t.co/X5sHlmkzVl @AppleSupport @805168 My computer was just hacked and the hacker transferred 86,000 dollars out of my bank account!!!!! PISSSEEEEDDDDDD!!!! @AppleSupport @805168 Doesn’t sound automated and robotic at all! @AppleSupport @805168 This is the same message I got regarding its stocks app. They want your full personal info even though the problem is obvious and affects everyone. They won’t look into anything unless you provide them with your personal info. @AppleSupport @805168 We want to know too. Keep it public please. @AppleSupport @805168 Also, someone apparently hacked your design labs, and removed the Headphone Jack from the iPhone. It appears to have gone unnoticed for the last few builds. @AppleSupport @805168 Time to hackkkkkkkkkkkkk something 🤔 @AppleSupport @805168 I replicated this every time on my 2016 MBP. This in no way can be classified as a ""BUG"". @AppleSupport @805168 Зачем вам какие-то данные кроме версии системы? @AppleSupport @805168 By ""together"" you mean, the millions of users to whom you ever sold a mac ? (As you strut about your computers being always updated with the latest system : high sierrra, the one with the big whole in it)... @AppleSupport @805168 Corporate speak bollox! @AppleSupport your Tweet was quoted in an article by @121927  https://t.co/YbHNYniK4E @AppleSupport @805168 hopefully you guys are also working hard on IOS 11, too many problems to mention.......NOT GOOD! @AppleSupport @805168 *slides in dms like* https://t.co/NKYqQVot1e @AppleSupport @805168 Being honest here @AppleSupport you guys need to hire somebody who understands critical bugs. I've reported several critical bugs to you and you always give this ""how can we help you troubleshoot"" response that is dramatically ignorant. @AppleSupport @805168 just tried on my mac, worked the first time. This isn't great. @AppleSupport @805168 But macs dont get hacked? @804173 @804174 @788097 @AppleSupport @135589  https://t.co/dMoQBN9XGk @804173 @804174 @788097 @AppleSupport @135589 For the prices Apple charge, my expectations are that it just works @804173 @788097 @AppleSupport @135589 haha yeah i will. @805171 @AppleSupport @805168 Would be kinda translucent… @805171 @AppleSupport @805168 LOOOOOOOOOOOL!!!! @805171 @AppleSupport @805168 LOL, well put. @805171 @AppleSupport @805168 😂 @805171 @AppleSupport @805168 this cool ""hey we'll meet you there bucko"" like someone just texted you abt a party instead of immediately addressing the point is sickening @805171 @AppleSupport @805168 ..... following with interest! 
Reaching out to the customer without a DM!
I think I'll have a ringside seat! @805171 @AppleSupport @805168 wasnt sure how to feel about responsible disclosure vs public shame argument, guess this makes it kind of easy lol. 🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️

https://t.co/Xn7PMqTeaB @805171 @AppleSupport @805168 Becomes hard to criticize android or any other platform for keeping our user data, when Mac OS just hands it to everyone on a silver platter with bugs like this.... @805168 @AppleSupport Can confirm. Don't disable root user because OSX reenables it after a few login attempts. @AppleSupport @805168 Also the hacker uninstalled iTunes somehow.

He can keep the 86,000 dollars. It's worth it. @682279 @AppleSupport @805168 Same for @113638 Won't act on a bug report unless you give them your license info. Very poor! @234108 @AppleSupport @805168 Your doing it wrong.. apple support is not the route 😉 @805189 @AppleSupport Software update that fixes this is available, update ASAP. @804176 @804173 @804174 @788097 @AppleSupport @135589 Man is salty @805176 @805171 @AppleSupport @805168 On the bright side no Chromebook has this issue. @805176 @805171 @AppleSupport @805168 Last time I check ahold host of different devices to choose from slide on over to @122609 sure they’ll welcome you with open arms and leave the @AppleSupport camp alone. They have better issues to tend to like animal emojis @805181 @805171 @AppleSupport No platform is perfect. @804177 @804176 @804173 @804174 @788097 @AppleSupport @135589 Heaven forbid he has to actually _do_ something :o @805177 @805176 @805171 @AppleSupport @805168 But it is still a Chromebook @805177 @805176 @805171 @AppleSupport @805168 Well of course not.

No one buys them, so Chromebooks have no issues. @804178 @804177 @804176 @804173 @804174 @788097 @AppleSupport @135589 On a $500 laptop I can overlook that. If I’m spending a few grand? No that shit better work. @804178 @804177 @804176 @804173 @788097 @AppleSupport @135589 well, this is definitely _something_: https://t.co/ZY5vQsNhdq @805179 @805177 @805176 @805171 @AppleSupport @805168 @118936 @AppleSupport is the @10218 Software @805178 @805176 @805171 @AppleSupport @805168 I have 3 Chromebooks. Work great. @805179 @805177 @805176 @805171 @AppleSupport @805168 @118936 @10218 But unfortunately my MacBook Air got #TKO",KEYBOARD_TYPING_AUTOCORRECT,ACCOUNT_APPLEID_ICLOUD,0.3061,"['ACCOUNT_APPLEID_ICLOUD', 'KEYBOARD_TYPING_AUTOCORRECT', 'CONNECTIVITY_WIFI_BLUETOOTH']","[0.3061, 0.1484, 0.0922]",LEXICAL_OVERLAP_AMBIGUITY
"@AppleSupport My iPhone6 with iOS10.2 can't connect with my airpods well, always failed to connect, I need to restart my phone every time!! @AppleSupport Thanks, already fixed, just updated to iOS11... https://t.co/gjo4olJhl5",AUDIO_SOUND_SPEAKER,OS_UPDATE_SYSTEM_PERFORMANCE,0.3477,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'AUDIO_SOUND_SPEAKER', 'CONNECTIVITY_WIFI_BLUETOOTH']","[0.3477, 0.2425, 0.1228]",LEXICAL_OVERLAP_AMBIGUITY
@AppleSupport the sound the voice text button makes is SO annoying!!!!! how do I turn it oFF?!! 😳 https://t.co/reb2qQnkhQ @AppleSupport loud noise doesn’t turn off when system sounds are turned off.. https://t.co/UYtS3bjwX0 @AppleSupport thank you! just wanted to make sure I didn’t overlook a setting.,AUDIO_SOUND_SPEAKER,HOW_TO_SETTINGS_CONFIGURATION,0.3263,"['HOW_TO_SETTINGS_CONFIGURATION', 'AUDIO_SOUND_SPEAKER', 'GENERAL_DEVICE_INQUIRY']","[0.3263, 0.1862, 0.1676]",MULTI_INTENT_COLLISION
@AppleSupport both my mom and I were transferred to an Apple care rep from Verizon. After being on hold for ~10 minutes the line went dead. Lazy Apple care reps tonight? @AppleSupport We have a new iPhone 6s that won’t receive calls or texts. Can make and send them just fine but when calling it from any phone says “user busy” @AppleSupport It was a backup from an old device. The 6s has always been in the state of not receiving calls. The old iPhone it is replacing worked. @AppleSupport The SIM card was brand new given to us when we got the device. @AppleSupport It was purchased in store at a Best Buy,OS_UPDATE_SYSTEM_PERFORMANCE,APP_STORE_PURCHASES_BILLING,0.2177,"['APP_STORE_PURCHASES_BILLING', 'GENERAL_DEVICE_INQUIRY', 'CONNECTIVITY_WIFI_BLUETOOTH']","[0.2177, 0.1646, 0.1554]",MULTI_INTENT_COLLISION
iOS11 WhatsApp notifications not working on iphone7  @115858 @AppleSupport Okay thank you for your interest. I sent a message.,KEYBOARD_TYPING_AUTOCORRECT,GENERAL_DEVICE_INQUIRY,0.2192,"['GENERAL_DEVICE_INQUIRY', 'KEYBOARD_TYPING_AUTOCORRECT', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.2192, 0.2151, 0.1801]",LEXICAL_OVERLAP_AMBIGUITY
"@AppleSupport Could you provide a customer service email please? @AppleSupport Thanks, I had a very bad situation with iMac and I’d like to let you know my complain and suggestions @AppleSupport Thanks, of course let’s chat.",CONNECTIVITY_WIFI_BLUETOOTH,GENERAL_DEVICE_INQUIRY,0.5046,"['GENERAL_DEVICE_INQUIRY', 'CONNECTIVITY_WIFI_BLUETOOTH', 'KEYBOARD_TYPING_AUTOCORRECT']","[0.5046, 0.1672, 0.0539]",SUBTLE_SYMPTOM_DISTINCTION
@AppleSupport my Iphone 6s suddenly turned off And not turning on @AppleSupport Yes . Phone stuck in boot loading @AppleSupport Phone stuck in boot loading https://t.co/2LBYE6m5KM @AppleSupport Thank you Service center resolved The problem,GENERAL_DEVICE_INQUIRY,CONNECTIVITY_WIFI_BLUETOOTH,0.3525,"['CONNECTIVITY_WIFI_BLUETOOTH', 'DISPLAY_TOUCH_SCREEN', 'GENERAL_DEVICE_INQUIRY']","[0.3525, 0.1078, 0.1044]",SUBTLE_SYMPTOM_DISTINCTION
OMFG @115858 your programming team needs to be fired!!! I’ve updated and everything. My iPhone is still working like ass!! @115858 Thanks for pushing me over to @117159 i pay too much money for you to be unreliable!!!! Fuck @115858,GENERAL_DEVICE_INQUIRY,APP_STORE_PURCHASES_BILLING,0.3774,"['APP_STORE_PURCHASES_BILLING', 'GENERAL_DEVICE_INQUIRY', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.3774, 0.1903, 0.072]",LEXICAL_OVERLAP_AMBIGUITY
"So my iphone 8 screen has just gone off for no reason whatsoever the sound still works when I get notifications im so annoyed @AppleSupport @AppleSupport Had it for a few days and it manages to mess up from absolutely nothing 🙃🙃🙃🙃🙃🙃🙃 @AppleSupport Thank you that has worked and my iPhone is now working, I wasn’t sure how to force reset on the iPhone 8 @AppleSupport Thank you",AUDIO_SOUND_SPEAKER,DISPLAY_TOUCH_SCREEN,0.3044,"['DISPLAY_TOUCH_SCREEN', 'AUDIO_SOUND_SPEAKER', 'KEYBOARD_TYPING_AUTOCORRECT']","[0.3044, 0.2406, 0.1526]",MULTI_INTENT_COLLISION
"Yes @115858 y’all need a new update I can’t see my notifications thanks @AppleSupport 6S and ISO 11.1.1 @AppleSupport So when I pull the screen down to reveal my notifications nothing will show up. I’ll get the notification, but if I go to my notification screen none of them will show up @AppleSupport Got it! Thank you!",KEYBOARD_TYPING_AUTOCORRECT,DISPLAY_TOUCH_SCREEN,0.4356,"['DISPLAY_TOUCH_SCREEN', 'KEYBOARD_TYPING_AUTOCORRECT', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.4356, 0.3578, 0.0628]",LEXICAL_OVERLAP_AMBIGUITY
"Most annoying part of the iPhone X experience by far is the lack of glance-able power Info by percentage. Please @115858 add that back? @AppleSupport Thank you. I like my phone. I don’t like forms, though. Please consider my angry cry into the æther to be my feedback.",BATTERY_CHARGING_POWER,GENERAL_DEVICE_INQUIRY,0.4477,"['GENERAL_DEVICE_INQUIRY', 'OS_UPDATE_SYSTEM_PERFORMANCE', 'BATTERY_CHARGING_POWER']","[0.4477, 0.0938, 0.0884]",SUBTLE_SYMPTOM_DISTINCTION
So @AppleSupport my phone just reset all my email accounts and numbers in my phone book Fam.. @AppleSupport Well I guess two of the 3 accounts came back but my contacts haven’t came back I now have a text log full of just numbers and “Maybe:John etc”,OS_UPDATE_SYSTEM_PERFORMANCE,GENERAL_DEVICE_INQUIRY,0.3034,"['GENERAL_DEVICE_INQUIRY', 'ACCOUNT_APPLEID_ICLOUD', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.3034, 0.2382, 0.0985]",MULTI_INTENT_COLLISION
@AppleSupport my billing address somehow defaulted to my shipping address when I placed my order &amp; I can’t change it. Will it get cancelled? @AppleSupport Thanks but online chat  and the  phone number both say they are too busy to take my call/chat. I’ve tried several times.,APP_STORE_PURCHASES_BILLING,GENERAL_DEVICE_INQUIRY,0.3463,"['GENERAL_DEVICE_INQUIRY', 'APP_STORE_PURCHASES_BILLING', 'CONNECTIVITY_WIFI_BLUETOOTH']","[0.3463, 0.155, 0.0981]",SUBTLE_SYMPTOM_DISTINCTION
"@AppleSupport Something is wrong with your update verification server. Check out this message. Also I deleted and reinstalled the update and have internet. Thanks. https://t.co/hIrBmSMMLd @AppleSupport @603667 Same thing is happening to me. Can’t even update through iTunes either. @__MissVee__ @AppleSupport Try it again, their servers might be working now. @603667 @AppleSupport Yup just did it and it worked 👍🏼",APP_STORE_PURCHASES_BILLING,OS_UPDATE_SYSTEM_PERFORMANCE,0.4658,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'APP_STORE_PURCHASES_BILLING', 'ACCOUNT_APPLEID_ICLOUD']","[0.4658, 0.1471, 0.0712]",LEXICAL_OVERLAP_AMBIGUITY
.@115858 #iOS11 just dropped and there’s already been two updates. How about you update the automatic brightness? I know how bright I want it @AppleSupport I have iOS 11.02 and not one of these apps are on my phone. Am I missing something? https://t.co/2U91b1EHWO,DISPLAY_TOUCH_SCREEN,OS_UPDATE_SYSTEM_PERFORMANCE,0.4225,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'DISPLAY_TOUCH_SCREEN', 'BATTERY_CHARGING_POWER']","[0.4225, 0.2677, 0.0976]",LEXICAL_OVERLAP_AMBIGUITY
"@AppleSupport real issues with making phone calls since the update. They can’t hear me I can’t hear them. Battery replaced, still going on! @AppleSupport 6s just updated 10 mins ago to iOS 11.0.2 so I’ll give this one 24hrs to see what it’s like thanks to apple for doing the battery on recall!",AUDIO_SOUND_SPEAKER,BATTERY_CHARGING_POWER,0.6077,"['BATTERY_CHARGING_POWER', 'AUDIO_SOUND_SPEAKER', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.6077, 0.2692, 0.0566]",LEXICAL_OVERLAP_AMBIGUITY
"My phone calls are being randomly cut off and I get this notification.. is it just me or.. ? @AppleSupport https://t.co/VvslxspBL4 @AppleSupport I’m using iOS 11.0.1 
it’s been happening a lot this week and it happens in many places not just one specific location @AppleSupport Will do. Thanks a lot",KEYBOARD_TYPING_AUTOCORRECT,OS_UPDATE_SYSTEM_PERFORMANCE,0.2826,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'GENERAL_DEVICE_INQUIRY', 'KEYBOARD_TYPING_AUTOCORRECT']","[0.2826, 0.1634, 0.1609]",LEXICAL_OVERLAP_AMBIGUITY
"eughhhh yeah im gonna have to take my laptop into the store later this week :( starting up after leaving it off for the day the lines are darker + bigger + took longer to disappear its not a huge deal and like,,,im really hoping it doesnt become one before i can take it in, since every forum discussion about this problem basically says its a known, common hardware issue and theres no real fix. 3 month old laptop thanks @115858 😎✌️",DISPLAY_TOUCH_SCREEN,GENERAL_DEVICE_INQUIRY,0.3307,"['GENERAL_DEVICE_INQUIRY', 'APP_STORE_PURCHASES_BILLING', 'OS_UPDATE_SYSTEM_PERFORMANCE']","[0.3307, 0.1072, 0.0987]",SUBTLE_SYMPTOM_DISTINCTION
"@AppleSupport is this a glitch? “No older Notifications” seems off https://t.co/7ZSbyPp53l @AppleSupport I’m sorry but are you a bot because obviously there is literally no separation from the two texts. Are you Honestly not noticing what I’m showing here in the picture @AppleSupport It’s literally touching https://t.co/IFQnnCVp9s @AppleSupport Thank you! I’m sorry for sounding a little upset I was just annoyed that the Apple support person couldn’t identify what I was showing them. I have restarted my device and still occurring, started directly after the latest update. @AppleSupport Just so you understand this is not hurting my day-to-day life I just wanted to let you know so you can resolve the issue in a later update. iOS Rocks, Not trying to down it in anyway",KEYBOARD_TYPING_AUTOCORRECT,OS_UPDATE_SYSTEM_PERFORMANCE,0.4456,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'CONNECTIVITY_WIFI_BLUETOOTH', 'GENERAL_DEVICE_INQUIRY']","[0.4456, 0.0916, 0.0892]",LEXICAL_OVERLAP_AMBIGUITY
"@AppleSupport This appears whenever I’m using my phone and closes all my apps it just happend and Won’t stop from happening https://t.co/dkV5a0EC0c @AppleSupport It happens every 2 minutes and it lasts about 5 seconds, my phone has become unusable please help @AppleSupport I did the first 2 steps « turning off notifications » and surprisingly the phone didn’t reboot again, now waiting for the update to fully download, thanks for the help I’ll see if it will be fixed after updating to 11.2 https://t.co/hJyTJ2gHf4",APP_CRASH_AND_DOWNLOAD,OS_UPDATE_SYSTEM_PERFORMANCE,0.3202,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'KEYBOARD_TYPING_AUTOCORRECT', 'APP_CRASH_AND_DOWNLOAD']","[0.3202, 0.1983, 0.1109]",LEXICAL_OVERLAP_AMBIGUITY
"@115858 can you please fix the App Store. I can’t update any apps or download new ones. #ios @AppleSupport Thank you! iPhone 7 using iOS 11.0.3. And when downloading the circle spins like its thinking but then it never downloads. @AppleSupport And when trying to update apps, the update screen in the App Store is blank. @AppleSupport  https://t.co/FGmYwjoAVs @AppleSupport  https://t.co/jIXEcHvaJb",DISPLAY_TOUCH_SCREEN,OS_UPDATE_SYSTEM_PERFORMANCE,0.386,"['OS_UPDATE_SYSTEM_PERFORMANCE', 'APP_STORE_PURCHASES_BILLING', 'DISPLAY_TOUCH_SCREEN']","[0.386, 0.3831, 0.0949]",LEXICAL_OVERLAP_AMBIGUITY
