golden_id,source_id,customer_message,ground_truth_intent,ground_truth_customer_goal,ground_truth_issues,ground_truth_action,escalation_required,evidence_expectation,expected_reply_requirements,edge_case_category,human_reasoning
GOLDEN_0077,SRC_ROOT_1845100,How do I take a screenshot on iPhone X without a home button? @AppleSupport,DISPLAY_TOUCH_SCREEN,Learn the new screenshot button combination on iPhone X,"[""iphone_x_screenshot_gesture""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Explain the iPhone X screenshot combination: press and quickly release the Side button and Volume Up button simultaneously"", ""Provide direct, concise answer""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",New hardware gesture introduced with iPhone X. Definite factual answer.
GOLDEN_0078,SRC_ROOT_1845300,@AppleSupport My display has a yellow tint to it after updating to iOS 11. White backgrounds look yellow.,DISPLAY_TOUCH_SCREEN,Remove warm yellow color cast on iPhone screen,"[""yellow_tint_display"", ""night_shift_or_true_tone_active""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Instruct customer to check if True Tone is active: Settings > Display & Brightness > True Tone"", ""Instruct customer to check Night Shift: Settings > Display & Brightness > Night Shift (toggle OFF)"", ""Mention Color Filters under Settings > General > Accessibility > Display Accommodations > Color Filters""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Yellow tint is almost universally Night Shift schedule or True Tone adapting to incandescent lighting. Direct settings check.
GOLDEN_0079,SRC_ROOT_1845500,@AppleSupport I cracked my front glass on my iPhone 8. How much is the screen repair cost under AppleCare+?,DISPLAY_TOUCH_SCREEN,Find out the official AppleCare+ screen repair service fee,"[""screen_repair_pricing"", ""applecare_plus_service_fee""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""State the standard AppleCare+ screen-only damage incident fee ($29 plus applicable tax in US)"", ""Advise scheduling a repair via Apple Support app or website to confirm local store pricing""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Direct pricing inquiry. AppleCare+ screen repair fee ($29) is a standard published fact.
GOLDEN_0080,SRC_ROOT_1845700,"Screen is totally black, battery gets boiling hot, and phone won't turn on at all @AppleSupport",DISPLAY_TOUCH_SCREEN,Handle dead iPhone exhibiting severe overheating with black screen,"[""black_screen"", ""severe_overheating"", ""short_circuit_risk""]",ESCALATE,True,WEAK_HISTORICAL_EVIDENCE,"[""Advise customer to leave device unplugged and place in a safe, cool area"", ""Do not instruct customer to force charge or repeat attempts while hot"", ""Escalate immediately for hardware evaluation""]","[""MULTI_ISSUE"", ""SAFETY_SENSITIVE"", ""ESCALATION_SENSITIVE""]",Dead device getting boiling hot indicates short circuit on board. Severe safety risk; must escalate.
GOLDEN_0081,SRC_ROOT_1835040_T1,@550357 @AppleSupport did you just recently update cause another update has comeout since initial update and it locked my Apple ID account,ACCOUNT_APPLEID_ICLOUD,Unlock Apple ID account locked after software update,"[""apple_id_locked"", ""security_lockout""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Instruct customer to go to iforgot.apple.com to unlock their Apple ID"", ""Explain that entering their trusted phone number or answering security questions will allow password reset/unlock"", ""Provide clear, direct link/instructions without requiring human escalation""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Standard Apple ID lockout. iforgot.apple.com is the universal official self-service unlocking mechanism.
GOLDEN_0082,SRC_ROOT_1845900,@AppleSupport I’m trying to reset my Apple ID password but the verification code is being sent to my old phone number that I no longer have access to!,ACCOUNT_APPLEID_ICLOUD,Recover Apple ID when trusted 2FA phone number is lost,"[""2fa_phone_number_lost"", ""account_recovery_needed""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Direct customer to iforgot.apple.com and click 'Didn't get a verification code?' > 'Don't have access to your phone?'"", ""Explain the Account Recovery process (iforgot.apple.com) which allows updating the trusted number after a verification waiting period"", ""Advise that Apple Support staff cannot bypass 2FA security or speed up account recovery for privacy reasons""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE"", ""ESCALATION_SENSITIVE""]",Standard lost 2FA phone number scenario. The only path is Account Recovery via iforgot.apple.com. Critical policy: human staff cannot bypass 2FA.
GOLDEN_0083,SRC_ROOT_1846100,iPhone says 'iPhone is disabled connect to iTunes'. I forgot my passcode. How do I unlock it without losing my photos? @AppleSupport,ACCOUNT_APPLEID_ICLOUD,Unlock disabled iPhone without data loss,"[""iphone_disabled"", ""forgotten_passcode"", ""data_loss_concern""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Honestly explain that once an iPhone is disabled from too many wrong passcode attempts, it must be erased to remove the passcode"", ""Explain that photos and data can be restored from an existing iCloud or iTunes backup after erasing"", ""Provide steps to restore via Recovery Mode in iTunes""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Passcode lock is absolute security boundary. Direct truthful answer: must erase device and restore from backup; no bypass exists.
GOLDEN_0084,SRC_ROOT_1846300,"@AppleSupport My iCloud storage says full 50GB of 50GB used, but when I check my photos and backups they only add up to 12GB! Where is the other 38GB?",ACCOUNT_APPLEID_ICLOUD,Reconcile ghost iCloud storage discrepancy,"[""icloud_storage_full_discrepancy"", ""ghost_storage_usage""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Guide user to inspect breakdown in Settings > [User Name] > iCloud > Manage Storage"", ""Check for old device backups (e.g. older iPhones or iPads) and iCloud Drive files"", ""Check 'Recently Deleted' album in Photos app which reserves storage for 30 days""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Storage discrepancies are almost always old backups from previous devices or Recently Deleted photos. Guided check in Manage Storage.
GOLDEN_0085,SRC_ROOT_1846500,Can you bypass the Activation Lock on this iPhone I bought on eBay? The seller won't answer me. @AppleSupport,ACCOUNT_APPLEID_ICLOUD,Remove Activation Lock without original owner's Apple ID credentials,"[""activation_lock_bypass_request"", ""second_hand_device_lock""]",SAFE_REFUSAL_AND_ESCALATE,True,NO_HISTORICAL_EVIDENCE_REQUIRED,"[""Clearly explain that Activation Lock is a security and anti-theft feature that cannot be bypassed via chat or automated tools"", ""Refuse unauthorized bypass as it violates Apple privacy and security policy"", ""Advise customer to contact seller or pursue eBay / PayPal buyer protection dispute"", ""Escalate / direct customer to official Apple Support proof-of-purchase activation lock removal review""]","[""SAFETY_SENSITIVE"", ""ESCALATION_SENSITIVE""]",Activation Lock bypass request on a second-hand device without credentials. Agent must execute SAFE_REFUSAL_AND_ESCALATE due to security policy and transfer to human dispute verification.
GOLDEN_0086,SRC_ROOT_1846700,@AppleSupport I received an email saying 'Your Apple ID has been suspended click here to verify'. Is this real or a scam?? https://t.co/fakeapple123,ACCOUNT_APPLEID_ICLOUD,Verify authenticity of suspicious Apple ID suspension email,"[""phishing_email_verification"", ""credential_theft_risk""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Confirm that this is a phishing scam and NOT an authentic communication from Apple"", ""Explicitly warn customer NOT to click any links or enter their Apple ID password or financial details"", ""Instruct customer to forward the email to reportphishing@apple.com and delete it""]","[""CLEAR_INTENT"", ""SAFETY_SENSITIVE"", ""STRONG_EVIDENCE""]","Customer asking to verify a classic phishing email. Direct answer confirming scam, safety warning, and forwarding to abuse address."
GOLDEN_0087,SRC_ROOT_1846900,@AppleSupport icloud,ACCOUNT_APPLEID_ICLOUD,Get help with unspecified iCloud service,"[""unspecified_icloud_query""]",CLARIFY,False,INSUFFICIENT_HISTORICAL_EVIDENCE,"[""Politely ask what specific iCloud issue the customer is experiencing (storage, backup, sync, login, photos)"", ""Ask what device they are using""]","[""SHORT_VAGUE"", ""INSUFFICIENT_EVIDENCE""]",Single word ('icloud'). Must clarify customer intent.
GOLDEN_0088,SRC_ROOT_1847100,@AppleSupport Someone from Russia just logged into my Apple ID and changed my primary email and trusted number! Help me get it back NOW!,ACCOUNT_APPLEID_ICLOUD,Recover compromised/hacked Apple ID account,"[""account_takeover"", ""unauthorized_email_and_phone_change"", ""active_security_breach""]",ESCALATE,True,STRONG_HISTORICAL_EVIDENCE,"[""Acknowledge the critical account takeover situation with urgent priority"", ""Provide immediate link to iforgot.apple.com to attempt emergency recovery"", ""Escalate customer directly to Apple Security / Account Support team for compromised account investigation""]","[""SAFETY_SENSITIVE"", ""ESCALATION_SENSITIVE""]",Account takeover / credential compromise where primary email was altered requires specialized account security team intervention. Escalate.
GOLDEN_0089,SRC_ROOT_1847300,How do I change the country/region on my Apple ID? It won't let me because of an active 99 cent store credit. @AppleSupport,ACCOUNT_APPLEID_ICLOUD,Change Apple ID country with remaining store credit balance,"[""change_country_blocked"", ""remaining_store_credit_balance""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Explain that store credit balance must be exactly zero before changing store region"", ""Advise customer to spend the balance or contact iTunes Store support to forfeit the remaining cents"", ""Provide path: Settings > [User Name] > iTunes & App Store > Apple ID > View Apple ID > Country/Region""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Apple ID region change requirement: balance must be zero. Clear guide explaining balance forfeiture or spending.
GOLDEN_0090,SRC_ROOT_1847500,@AppleSupport My iCloud backup has been stuck on 'Estimating time remaining...' for 3 days. Won't finish.,ACCOUNT_APPLEID_ICLOUD,Resolve stuck iCloud backup estimating loop,"[""icloud_backup_stuck_estimating"", ""backup_failure""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Instruct customer to cancel the current backup attempt"", ""Advise deleting existing incomplete backup in Settings > [User Name] > iCloud > Manage Storage > Backups > [Device] > Delete Backup"", ""Ensure device is connected to stable Wi-Fi and power, then tap 'Back Up Now' again""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Backup hung on estimating time. Deleting the corrupted previous backup snapshot and restarting is the standard solution.
GOLDEN_0091,SRC_ROOT_1847700,How do I turn on Two-Factor Authentication for my Apple ID? @AppleSupport,ACCOUNT_APPLEID_ICLOUD,Enable Two-Factor Authentication on Apple ID,"[""enable_2fa""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Provide navigation: Settings > [User Name] > Password & Security"", ""Instruct customer to tap 'Turn On Two-Factor Authentication' and follow on-screen prompts to add trusted phone number"", ""Direct and concise answer""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Direct procedural inquiry. Settings path is clear and stable.
GOLDEN_0092,SRC_ROOT_1847900,"@AppleSupport If I delete photos from my iPhone to free up space, does it delete them from iCloud too?",ACCOUNT_APPLEID_ICLOUD,Understand iCloud Photo Library sync behavior when deleting photos locally,"[""icloud_photo_sync_deletion_confusion"", ""accidental_data_loss_risk""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Clearly warn customer: YES, if iCloud Photo Library is enabled, deleting a photo from the device deletes it across all devices and iCloud"", ""Recommend the safe alternative: enable 'Optimize iPhone Storage' in Settings > Photos to free up local space without deleting photos"", ""Mention the 'Recently Deleted' album can recover photos deleted within 30 days""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",High-risk customer misconception. Direct clear warning prevents irreversible photo loss.
GOLDEN_0093,SRC_ROOT_1848100,@AppleSupport Verification code pop-up on my iPad shows a map of a city 200 miles away. Am I being hacked or is that normal?,ACCOUNT_APPLEID_ICLOUD,Understand why 2FA location map displays an unfamiliar nearby city,"[""2fa_location_discrepancy_concern"", ""ip_geolocation_confusion""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Reassure customer that the displayed location is based on cellular/ISP IP address routing, NOT the device's precise physical GPS location"", ""Confirm that if the pop-up coincided exactly with their own login attempt, it is safe to tap 'Allow'"", ""Advise that if they did not initiate any login, they must tap 'Don't Allow' and immediately change their password""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Classic 2FA geolocation inquiry. ISP gateways often resolve to cities hundreds of miles away. Direct reassuring explanation.
GOLDEN_0094,SRC_ROOT_1848300,@AppleSupport My late father passed away and we need access to his iPad for family photos. We have the death certificate and will. Can you unlock it?,ACCOUNT_APPLEID_ICLOUD,Gain access to deceased family member's Apple ID and device,"[""deceased_account_access"", ""legal_documentation_review""]",ESCALATE,True,STRONG_HISTORICAL_EVIDENCE,"[""Express sincere condolences respectfully"", ""Explain that Apple requires specific legal documentation (death certificate, court order or inheritance verification)"", ""Escalate customer to Apple Support specialized legal/account privacy team""]","[""CLEAR_INTENT"", ""ESCALATION_SENSITIVE""]",Deceased user account access is a strict legal and privacy workflow that cannot be handled by automated support. Must escalate.
GOLDEN_0095,SRC_ROOT_1848500,@AppleSupport How do I remove a family member from my Family Sharing group who lost their phone?,ACCOUNT_APPLEID_ICLOUD,Remove family member account from Family Sharing group,"[""family_sharing_member_removal""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Provide navigation as Family Organizer: Settings > [User Name] > Family Sharing"", ""Tap the family member's name and select 'Remove [Name] from Family'"", ""Note that children under 13 must be transferred to another family group rather than removed""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Standard Family Sharing management. Direct answer.
GOLDEN_0096,SRC_ROOT_1848700,@AppleSupport My Apple ID says 'Account Not In This Store' when I try to update my apps. What do I do?,ACCOUNT_APPLEID_ICLOUD,Resolve 'Account Not In This Store' App Store error,"[""account_not_in_this_store_error"", ""app_store_region_mismatch""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Explain that this error occurs when an app was downloaded using an Apple ID associated with a different regional App Store"", ""Advise signing out of the App Store and signing back in with the correct Apple ID"", ""Alternatively, delete the app and re-download it from the current regional store""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Common error when users switch countries or have multiple Apple IDs. Sign out/in or reinstalling resolves it.
GOLDEN_0097,SRC_ROOT_1848900,@AppleSupport Can I merge two Apple IDs into one? I have purchases on both accounts.,ACCOUNT_APPLEID_ICLOUD,Merge two separate Apple ID accounts into a single account,"[""apple_id_merge_request"", ""split_purchases""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""State clearly that Apple IDs cannot be merged together"", ""Suggest using Family Sharing to share purchased apps, music, and storage between the two accounts"", ""Direct factual response""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Universal Apple policy fact: Apple IDs cannot be merged. Family Sharing is the official workaround.
GOLDEN_0098,SRC_ROOT_1849100,@AppleSupport Constant pop-up asking for my iCloud password every 30 seconds even after entering it correctly!,ACCOUNT_APPLEID_ICLOUD,Stop repeated iCloud password authentication prompt loop,"[""icloud_password_prompt_loop"", ""authentication_hang""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Instruct customer to sign completely out of iCloud: Settings > [User Name] > Sign Out"", ""Restart device and sign back into iCloud with Apple ID and password"", ""Check Apple System Status page to verify iCloud services are operational""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]","Auth token loop in iOS. Signing out of iCloud, restarting, and signing back in clears the corrupted token."
GOLDEN_0099,SRC_ROOT_1849300,@AppleSupport I was charged $24.99 on my credit card from iTunes for something I never bought! How do I get an immediate refund?,APP_STORE_PURCHASES_BILLING,Dispute unauthorized charge and request refund,"[""unauthorized_itunes_charge"", ""refund_request""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Instruct customer to visit reportaproblem.apple.com to review purchase history and report the unauthorized charge"", ""Explain how to request a refund directly through the Report a Problem portal"", ""Advise customer to check Family Sharing members or active subscriptions if applicable""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE"", ""ESCALATION_SENSITIVE""]",reportaproblem.apple.com is the self-service portal for App Store refund requests. Can be guided directly before requiring escalation.
GOLDEN_0100,SRC_ROOT_1849500,How do I cancel my Apple Music subscription before the free trial ends so I don't get charged? @AppleSupport,APP_STORE_PURCHASES_BILLING,Cancel Apple Music trial subscription to avoid recurring charge,"[""cancel_subscription"", ""apple_music_trial""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Provide navigation: Settings > [User Name] > Subscriptions (or iTunes & App Store > Apple ID > View Apple ID > Subscriptions)"", ""Select Apple Music Membership and tap 'Cancel Subscription'"", ""Confirm that trial benefits typically continue until the end of the trial period""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Standard subscription cancellation path. Direct answer without escalation.
GOLDEN_0101,SRC_ROOT_1849700,@AppleSupport My 7 year old son accidentally spent $150 on in-app purchases in Roblox without my permission! Can I please get my money back??,APP_STORE_PURCHASES_BILLING,Request refund for unauthorized in-app purchases made by a child,"[""unauthorized_minor_in_app_purchase"", ""high_value_refund_request""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Express empathy regarding accidental purchases by minors"", ""Direct parent to reportaproblem.apple.com to select 'My child made purchases without permission' and submit refund requests"", ""Instruct parent how to enable Restrictions / Screen Time to require passwords for in-app purchases or disable them entirely""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE"", ""ESCALATION_SENSITIVE""]","Classic parental refund scenario. Portal handles minor refunds, and guiding them to enable restrictions prevents recurrence."
GOLDEN_0102,SRC_ROOT_1849900,@AppleSupport 'Verification Required' error in App Store won't let me download even free apps! Keeps asking to update payment method.,APP_STORE_PURCHASES_BILLING,Clear 'Verification Required' App Store payment prompt preventing free downloads,"[""verification_required_error"", ""unpaid_balance_or_expired_card""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Explain that 'Verification Required' typically means there is an outstanding unpaid balance or an expired payment method on the account"", ""Direct user to Settings > [User Name] > Payment & Shipping to update card details or select 'None' if no balance is owed"", ""Advise checking purchase history for any pending transactions""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Unpaid balance or expired card triggers verification required for all downloads including free ones. Guided steps to update payment method.
GOLDEN_0103,SRC_ROOT_1850100,"@AppleSupport I bought 1000 gems in Clash of Clans, card was charged, but gems never appeared in the game. Restored purchases didn't work.",APP_STORE_PURCHASES_BILLING,Receive missing digital goods or get refund for unfulfilled in-app purchase,"[""in_app_purchase_unfulfilled"", ""digital_currency_missing""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Acknowledge that payment cleared but items were not credited"", ""Suggest force closing and relaunching the game to trigger a server refresh"", ""Explain that consumable in-app currency cannot be restored via 'Restore Purchases', and instruct customer to contact the app developer or report at reportaproblem.apple.com""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Consumables cannot be restored via standard restore purchases button. Guidance to refresh app or contact developer/reportaproblem.
GOLDEN_0104,SRC_ROOT_1850300,@AppleSupport billed,APP_STORE_PURCHASES_BILLING,Get assistance with unspecified billing inquiry,"[""unspecified_billing_concern""]",CLARIFY,False,INSUFFICIENT_HISTORICAL_EVIDENCE,"[""Ask customer to clarify what they were billed for and what assistance they need (refund, subscription cancellation, unknown charge)"", ""Remind customer never to share credit card numbers or account passwords over social media""]","[""SHORT_VAGUE"", ""INSUFFICIENT_EVIDENCE""]",Single word query ('billed'). Must clarify specific billing situation.
GOLDEN_0105,SRC_ROOT_1850500,@AppleSupport I was double billed for my monthly 200GB iCloud storage plan on November 1st and November 3rd. Want a human to refund this.,APP_STORE_PURCHASES_BILLING,Resolve duplicate iCloud storage charge and get refund,"[""duplicate_icloud_billing"", ""human_escalation_request""]",ESCALATE,True,STRONG_HISTORICAL_EVIDENCE,"[""Acknowledge the duplicate billing error and the customer's request for a human"", ""Escalate customer to iTunes Store / Billing Support specialist to verify transaction records and issue the duplicate charge credit"", ""Do not give generic advice to cancel their iCloud plan""]","[""CLEAR_INTENT"", ""ESCALATION_SENSITIVE""]",Duplicate monthly subscription charge where customer explicitly requests a human. Billing ledger review requires human advisor escalation.
GOLDEN_0106,SRC_ROOT_1850700,How do I redeem an App Store & iTunes gift card on my iPhone? @AppleSupport,APP_STORE_PURCHASES_BILLING,Redeem physical or digital App Store gift card,"[""redeem_gift_card""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Open the App Store app, tap the Today tab, then tap the profile icon in the upper right"", ""Tap 'Redeem Gift Card or Code'"", ""Use the camera to scan the 16-digit code or enter it manually""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Direct procedural inquiry. Steps are straightforward and well documented.
GOLDEN_0107,SRC_ROOT_1850900,@AppleSupport My iTunes gift card says 'Card is not valid' when I scratch off the code and scan it. It was bought brand new at Target.,APP_STORE_PURCHASES_BILLING,Resolve 'Card is not valid' error on newly purchased gift card,"[""gift_card_not_valid"", ""activation_failure_at_retailer""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Advise customer to check that the card was properly activated at the Target cash register (retail activation error is common)"", ""Instruct customer to carefully check easily confused characters (B vs 8, D vs O, G vs 6)"", ""Advise contacting Apple Support with the purchase receipt and card serial numbers if activation is confirmed but still invalid""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Gift card invalid error is usually character misread or cashier failing to scan activation barcode at checkout. Guided triage.
GOLDEN_0108,SRC_ROOT_1851100,@AppleSupport Can I use PayPal as a payment method for App Store purchases in the UK?,APP_STORE_PURCHASES_BILLING,Determine PayPal payment availability for App Store in UK,"[""paypal_payment_method_support""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Confirm that PayPal is supported as an App Store and iTunes payment method in the UK"", ""Explain how to add it: Settings > [User Name] > Payment & Shipping > Add Payment Method > select PayPal"", ""Direct and concise factual answer""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Factual query on payment method availability in the UK region. Direct answer.
GOLDEN_0109,SRC_ROOT_1851300,"@AppleSupport I requested a refund on reportaproblem 10 days ago and the status says 'Refunded', but the money still hasn't reached my bank account.",APP_STORE_PURCHASES_BILLING,Check timeline for credited refund to post to bank account,"[""refund_transit_time"", ""bank_posting_delay""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Explain standard financial processing times: store credit appears within 48 hours, but credit/debit card refunds can take up to 30 days depending on the financial institution"", ""Advise contacting the card issuer/bank with the Apple refund transaction ID if 30 days have elapsed"", ""Reassuring and factually accurate explanation""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Standard banking clearing timeframe explanation for approved refunds. Direct answer.
GOLDEN_0110,SRC_ROOT_2623607,@AppleSupport How do I see a complete list of everything I've ever purchased on iTunes and App Store?,APP_STORE_PURCHASES_BILLING,View complete historical purchase ledger for Apple ID,"[""view_purchase_history""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Provide navigation on iOS: Settings > [User Name] > iTunes & App Store > tap Apple ID > View Apple ID > Purchase History"", ""Mention reportaproblem.apple.com as a web alternative with itemized receipts"", ""Direct and concise guidance""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Direct settings navigation query for purchase history. Direct answer.
GOLDEN_0111,SRC_ROOT_1851700,Why does my credit card keep declining on the App Store when I know for a fact there's $5000 in my account?? @AppleSupport,APP_STORE_PURCHASES_BILLING,Resolve credit card decline error in App Store with sufficient funds,"[""credit_card_declined"", ""billing_address_mismatch""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Explain that card declines often stem from exact billing address/postal code mismatches between the bank records and Apple ID"", ""Advise checking that international/online transactions are enabled with the card issuing bank"", ""Instruct user to verify or re-enter payment information in Settings > [User Name] > Payment & Shipping""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Card declines despite funds are almost always AVS billing address discrepancies or bank fraud blocks. Guided troubleshooting.
GOLDEN_0112,SRC_ROOT_1851900,@AppleSupport Can I transfer in-app purchases and paid game progress from an Android phone to an iPhone?,APP_STORE_PURCHASES_BILLING,Transfer cross-platform purchases from Android to iOS,"[""cross_platform_purchase_transfer""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Explain that App Store and Google Play Store purchases are non-transferable between platforms"", ""Note that in-game progress or accounts tied to third-party logins (e.g. Facebook, Supercell ID) may sync across platforms"", ""Direct and factual explanation""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]","Definitive cross-platform policy. Purchases on Google Play cannot transfer to App Store, but developer cross-platform accounts may sync. Direct answer."
GOLDEN_0113,SRC_ROOT_1852100,@AppleSupport I’m being charged $9.99 every month for a subscription that doesn’t show up anywhere in my Subscriptions list! Stop stealing my money!,APP_STORE_PURCHASES_BILLING,Locate and cancel mystery subscription not visible in primary account list,"[""unlisted_recurring_subscription"", ""multiple_apple_ids_or_family_sharing""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Explain that recurring charges not showing in Subscriptions usually mean the subscription was started under a different Apple ID or through a family member's account"", ""Advise checking other family members' devices or email addresses for the receipt"", ""Instruct customer to contact Apple Support directly with the invoice number if the charge cannot be located""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE"", ""ESCALATION_SENSITIVE""]",Subscription not showing in list means it belongs to another Apple ID or Family Sharing account. Guided explanation with support contact fallback.
GOLDEN_0114,SRC_ROOT_1852300,Tell me how to download paid apps from the App Store for free without paying @AppleSupport,APP_STORE_PURCHASES_BILLING,Obtain paid commercial apps without purchasing,"[""app_piracy_request"", ""policy_violation""]",SAFE_REFUSAL,False,STRONG_HISTORICAL_EVIDENCE,"[""Politely refuse the request to download paid apps without payment"", ""Explain that paid apps must be legally purchased from the App Store to support developers and ensure software safety"", ""Mention exploring free alternatives or apps offering free trial periods""]","[""SAFETY_SENSITIVE"", ""STRONG_EVIDENCE""]",Customer asking how to pirate apps. Agent must execute SAFE_REFUSAL with educational tone.
GOLDEN_0115,SRC_ROOT_1852500,@AppleSupport Apple Pay declined at the grocery register twice today even though my card works fine when swiped physically.,APP_STORE_PURCHASES_BILLING,Fix Apple Pay contactless decline at retail terminal,"[""apple_pay_contactless_decline"", ""nfc_terminal_rejection""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Advise opening the Wallet app to check if the card shows any status alerts or verification prompts"", ""Suggest removing and re-adding the card to the Wallet app if declines continue across multiple merchants"", ""Recommend contacting the issuing bank to ensure Apple Pay token authorization is active""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Apple Pay decline when physical card works points to tokenization failure. Removing and re-adding card or contacting bank is standard procedure.
GOLDEN_0116,SRC_ROOT_1852700,"@AppleSupport If I cancel my Netflix subscription on my iPhone, do I get a partial refund for the remaining days in the month?",APP_STORE_PURCHASES_BILLING,Clarify prorated refund policy for cancelled third-party subscription,"[""subscription_cancellation_proration_policy""]",ANSWER,False,STRONG_HISTORICAL_EVIDENCE,"[""Explain that third-party subscriptions like Netflix do not provide prorated refunds upon cancellation"", ""Clarify that access continues through the end of the current paid billing period"", ""Direct, concise answer""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Standard subscription policy inquiry. Direct answer based on standard App Store subscription terms.
GOLDEN_0117,SRC_ROOT_1852900,@AppleSupport Instagram crashes to the home screen the second I open it on iOS 11. Other apps work fine.,APP_CRASH_AND_DOWNLOAD,Stop Instagram app from crashing on launch,"[""app_crashing_on_launch"", ""single_app_isolated_crash""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Provide isolated app crash triage: force close Instagram via app switcher and restart the device"", ""Check the App Store for an available Instagram update"", ""Suggest deleting and reinstalling the app from the App Store if crashing persists""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]","Single third-party app crash. Standard 3-tier troubleshooting: force quit, update, reinstall."
GOLDEN_0118,SRC_ROOT_1853100,"@AppleSupport App Store download is stuck on 'Waiting...' with a grey icon for 2 days. Won't pause, resume, or delete!",APP_CRASH_AND_DOWNLOAD,Clear frozen 'Waiting...' app download icon,"[""app_download_stuck_waiting"", ""icon_frozen""]",GUIDE,False,STRONG_HISTORICAL_EVIDENCE,"[""Instruct customer to tap the icon to pause, then tap again to resume"", ""Perform a force restart of the iPhone"", ""If still stuck, go to Settings > [User Name] > iTunes & App Store > Sign Out, restart, and sign back in, then re-download""]","[""CLEAR_INTENT"", ""STRONG_EVIDENCE""]",Download queue lockup showing 'Waiting'. Force restart and App Store sign out/in clears the download daemon lock.
